mz,MSS1a.mzML,MSS2a.mzML,MSS3a.mzML,MSS4a.mzML,MSS5a.mzML,MSS5a1.mzML,MSS5a2.mzML,MSS5a3.mzML,MSS6a.mzML,MSS13a.mzML,MSS13a1.mzML,MSS13a2.mzML,MSS13a3.mzML,MSS1b.mzML,MSS2b.mzML,MSS3b.mzML,MSS4b.mzML,MSS5b.mzML,MSS5b1.mzML,MSS5b2.mzML,MSS5b3.mzML,MSS6b.mzML,MSS13b.mzML,MSS13b1.mzML,MSS13b2.mzML,MSS13b3.mzML,MSS10a.mzML,MSS11a.mzML,MSS11a1.mzML,MSS11a2.mzML,MSS11a3.mzML,MSS14a.mzML,MSS14a1.mzML,MSS14a2.mzML,MSS14a3.mzML,MSS10b.mzML,MSS11b.mzML,MSS11b1.mzML,MSS11b2.mzML,MSS11b3.mzML,MSS14b.mzML,MSS14b1.mzML,MSS14b2.mzML,MSS14b3.mzML,n_blank,pval,qval
283.11776707629673,1.6322276327606458,0.11864998324115297,0.19670607670260298,0.06885599062604868,0.014767174923540913,0.0030589126176914197,0.009617125002132876,0.009728693593112406,0.2098657160506958,0.3934915147600312,0.38942490112564054,0.11889318362819405,0.13919429514337697,0.11161697830094254,0.22284317629202313,0.5813777675544091,0.15104801108599036,0.049616417054801756,0.029181766336390653,0.025115099448175682,0.026799474098473174,0.18657771075778626,0.3935035036701772,0.17912652116858035,0.6815453097135459,0.24334834316442033,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.007089283898856625,nan,0.002208922769079835,0,5.3934352116060715e-20,4.3471087805544935e-16
327.07823397475806,1.4375350266699423,0.32111074656732835,0.29283913792565125,0.49143280375627874,0.07129158978032915,0.02976894464216078,0.04036460396816241,0.06365951539484885,0.28969511560339667,0.3304586541714185,0.0696408353404078,0.10493944205209461,0.15429881191109573,0.36661304091019925,0.8408078878870141,0.8427267289348999,0.9042059972690546,0.4469867843114367,0.14645095217616078,0.5774194133109568,0.1322008437721927,0.41721740876140356,0.22095493559139243,0.06628143034824856,0.15505053427343377,0.0688195871864836,nan,nan,nan,nan,nan,0.06817635075069704,nan,nan,nan,nan,nan,nan,nan,nan,0.06466435820839357,nan,nan,nan,1,3.0324354482295542e-18,1.2220714856365104e-14
328.08160149850664,0.27967657122457446,0.06205593752303436,0.05580349789065467,0.09277200042702337,0.014879888829346825,0.007472959207117026,0.00957079766297471,0.011915606162416523,0.0564321530370955,0.06409465212005111,0.015797952818626705,0.021003913515411917,0.02951566448101039,0.07158152870685333,0.1499478152246506,0.16543767920382996,0.17241919650684917,0.08786244910689879,0.028413748937136586,0.1192035513368477,0.02627760836750434,0.07688676630166827,0.043735982995552466,0.011828334710089938,0.03680247397489451,0.016119918704699292,nan,nan,nan,nan,nan,0.015019896950881757,nan,nan,nan,nan,nan,nan,nan,nan,0.014874689714770021,nan,nan,nan,1,5.0421936321654126e-18,1.3546693558417741e-14
349.06022441197956,0.05413432916845155,0.01526305983348638,0.14683630630125677,0.07834209234104755,0.03425430379682394,0.004241964195443976,0.012147349561228987,0.025822354168574965,0.037331854229265854,0.03972072635545278,0.02026010501587895,0.01951066677236068,0.021465410824931114,0.014276035807381763,0.018917734527241648,0.03910118093951131,0.12538820125403127,0.009098555422186377,0.014713970390036645,0.07691588996967824,0.01676612834972017,0.00988884025131426,0.026183436776694588,0.006869781071305469,0.02706608057855185,0.0101540826780551,nan,0.00239163915535328,nan,nan,nan,0.010703937489791029,nan,nan,nan,nan,0.004860934599623053,nan,nan,nan,0.013874444505970881,nan,nan,nan,0,7.9282700550281622e-14,1.5975464160881747e-10
273.02891600759403,0.00734923253860112,0.005122114382772146,0.021607383374684236,0.007275342471375243,0.001323738847547298,nan,0.001451930316892223,nan,0.006142935295407666,0.010484634731371486,0.0064359300528307895,0.008055021311814852,0.015012957636550946,0.001779350090541672,0.0061651161447307725,0.06773845756439903,0.02257547760180673,0.004998036050430537,0.0036307116789033485,nan,0.00644476386629104,0.008080949623056548,0.003903085120340407,0.005603501254271811,0.011126897986093174,0.0057456951883944445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1.4396434334041002e-13,2.3207052146474095e-10
305.0996533141886,0.20730177276968473,0.024856767998069934,0.41565296913917027,0.02256171236265897,0.017631532949815783,nan,nan,0.008976160278949093,0.09245045491098404,0.14682825090606152,0.2883416596427639,0.05835610485154619,0.050064447506790045,0.0058640784590297205,0.012718941020976648,0.0275873864840298,0.045464783367852805,0.0012949403129876621,0.008182985362221415,0.022787397262594353,0.010019631176335699,0.008918256305405605,0.168711791645042,0.04952288033476009,0.23059204522329824,0.10123429558214674,nan,nan,nan,nan,nan,0.0049111918577382395,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2.0066598873075604e-13,2.6956131152831559e-10
345.1081441090519,0.07491725441397988,0.01804231799036424,0.016963824159142597,0.027279333582774363,0.004736064715491057,0.0014717227140277043,0.0020205174014009857,0.0038837156235223247,0.01772660089367298,0.01382940783676871,0.006180338720384015,0.007136806441249074,0.00766330298674369,0.020997541325639753,0.045469917854006094,0.04039324043408258,0.04368726527797729,0.025261641413200198,0.007706854887220912,0.03203226024358693,0.006519977130193104,0.02130300244574096,0.009283608473013991,0.003956814699533919,nan,0.0017227709892902088,nan,nan,nan,nan,nan,0.002234361631187654,nan,nan,nan,nan,0.0017651484634048865,nan,nan,nan,0.003927099214156048,nan,nan,nan,0,1.0263813350173712e-12,1.1818047943200017e-09
284.1213550485767,0.23082131796114796,0.12748519016709878,0.037750637731970044,0.010997101930323475,0.003554734395843554,nan,nan,0.0014608294834515803,0.03191565505743506,0.16884308694189118,0.12196750859879055,0.050681502718483706,0.10121001551015307,0.01864481326733123,0.03676097752201387,0.09806211544171356,0.02647062271462009,0.008221292731462035,0.004883934274919473,nan,0.005178153775334747,0.02607023033930357,0.06013447440429605,0.026286492436235265,0.11107421286661667,0.03624396149106804,nan,nan,nan,nan,nan,0.0016615135519723882,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,7.1334877213137884e-12,7.1869888792236416e-09
207.06540928225544,0.6922840400985271,0.05174736946866747,0.08294684336379503,0.03070594278461219,0.006082812358275773,nan,nan,nan,0.08901328704908043,0.214603661178216,0.18029102607666433,0.05858692361440736,0.08062063042832379,0.04874687915164354,0.10907830714632291,0.27306243395179464,0.016775191211184724,0.024627673852707,0.014673813352613307,nan,0.012783945418502812,0.08137828371193946,0.20941091164362294,0.08907327392122777,0.3356396108518087,0.12185841226856753,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1.1508333388148502e-11,1.030635190094188e-08
328.1793362503264,nan,nan,nan,nan,nan,nan,0.006292550172745771,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0001992316552426815,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0003284471306206852,0.013333586563671226,0.005322781413047673,0.0064791906909835405,0.008044087174830341,nan,0.00766056155503066,0.005777006035105286,0.007857010691275777,0.005058776376966546,0.008610663267112519,0.011157184425745715,0.0032930754258959833,0.0009453337109189718,nan,nan,0.0015383929399123478,0.018033248801383073,1,4.9988709745815413e-10,4.029090005512722e-07
