mz,BlBia.mzML,BlBib.mzML,BlBic.mzML,BlIGa.mzML,BlIGb.mzML,BlIGc.mzML,FoPea.mzML,FoPeb.mzML,FoPec.mzML,HMIGa.mzML,HMIGb.mzML,HMIGc.mzML,Rhoda.mzML,Rhodb.mzML,Rhodc.mzML,SiIBa.mzML,SiIBb.mzML,SiIBc.mzML,SuIBa.mzML,SuIBb.mzML,SuIBc.mzML
616.8334956048456,1.2463698213138938,0.8533007256387574,1.1366898418343572,2.56638709087199,1.8060542739808332,2.2081267434918264,1.0641874104241655,13.905630334427105,0.9029516914885987,1.1579721949910688,1.5775293121463283,1.5157328297619994,0.8673787362368732,170.0650452160824,0.7529593258297343,7.115645688234066,1.4190962986346014,3.0835925027009754,8.12791323964489,7.285676777496264,8.010767226511465
70.01279667167131,51.145305810587224,55.68713699493053,66.84883793837598,56.46301391387075,55.10469052584186,52.03555428974801,62.20520017685093,122.73055288897045,39.55937613262959,3.9380783065638507,3.360884090332325,4.699774080039319,17.30395242545208,nan,18.926373572998486,312.6781739819247,10.493844762536865,346.59916973054294,176.67393246772542,214.44404524824165,179.2629994656731
73.53200920626028,15.78469855159133,14.643506261002862,17.37424859375412,21.96798850135579,20.77492946536312,23.15022247811214,15.472128802890367,37.55339971084401,10.15501479125661,4.917956653129514,5.844489282269034,5.252018103605552,5.112870099845435,nan,5.42145906907488,179.18861544228616,3.4682988883854016,215.42570847459905,186.67834476451355,212.84693175760415,199.89859681107507
77.0085795613907,11.739284419645278,12.953810269095486,16.499086550408062,15.091981014925427,13.756818575303564,16.769524384157293,4.28909418036221,6.015499238492583,6.6203988370877775,3.275423992317826,3.8779051901418677,3.4526313447868024,4.141844448968983,nan,5.207185255939683,155.64968652279026,67.63102690394072,176.38213132621547,175.2974114841396,173.85037721210432,147.79720136601836
111.1170143212929,8.772644782653828,9.470340117583795,10.611408914402707,106.8588185471141,79.2995303489941,74.64556210911194,6.520593331503472,8.411683653117468,7.3629769835649075,60.29602889910904,77.07284165204476,46.856458245061475,6.8226413858798445,nan,7.120050462292986,45.02531755872825,24.9074195319823,69.70900466357803,126.78304267917895,105.53864963411083,109.3933744016479
114.0915122982217,7.356507692515268,6.590480329443912,9.53122628492883,59.65051736795012,57.924490864688984,59.87009910346047,1.6590143667652173,2.0583135879973384,3.3151318573591118,40.2978896191221,76.58344206513092,39.965188417299466,7.727341952853196,nan,8.169806764709689,18.078163316069716,10.082569735132802,15.883833330983506,72.1330684649598,62.7316954638982,55.818351944430006
146.0925338719745,14.424642631051965,14.094299211316478,22.40540275016161,35.081213796493586,31.100555049243503,38.40608260025358,4.311570092627929,6.46343588401433,5.854532911149506,10.94963023589333,12.947701650152233,10.389382638967893,6.535845112425776,nan,6.748706113109377,35.66965441918865,34.47088681831255,40.338757748937276,127.02520884650345,115.2026504489089,111.23326218193444
215.12546909946218,77.80860536287906,66.38636546596435,93.08925328991663,92.31739610856427,97.67254431726789,83.71484454317567,81.27986531527155,172.62785825120483,87.06909649898985,6.412193066776293,13.19208461291518,6.476522280786461,58.65046771704716,nan,60.38000906900445,1000.0,1000.0,1000.0,851.9646629612388,798.5242485084303,811.1039326681719
304.24830052074464,25.871430581298103,20.90144044737069,25.14840862617783,267.43264069765803,236.80191905775092,229.76795058801045,5.429862745044408,7.1658026329842475,9.637464639761681,112.8766878107924,150.72064587937348,94.37485462204118,9.611353468939276,nan,7.793675703070124,30.648568399971282,13.390713374586174,44.5517412577403,354.9760049773538,359.2940764315921,326.6081248665566
309.20372700443454,68.83721636862617,72.23196704577813,88.76716710865391,80.37332249209224,76.15655870202643,70.84244844609249,25.89164557927369,78.1558474791766,51.86484176789821,11.526716288040435,14.10995822052149,10.205530841924631,37.2432136481576,nan,40.5962073743806,320.72246787684975,226.04458646486634,359.26875746322344,351.9574291699695,314.8645109467827,297.9421776421249
