mz,MSS1a.mzML,MSS2a.mzML,MSS3a.mzML,MSS4a.mzML,MSS5a.mzML,MSS5a1.mzML,MSS5a2.mzML,MSS5a3.mzML,MSS6a.mzML,MSS13a.mzML,MSS13a1.mzML,MSS13a2.mzML,MSS13a3.mzML,MSS10a.mzML,MSS11a.mzML,MSS11a1.mzML,MSS11a2.mzML,MSS11a3.mzML,MSS14a.mzML,MSS14a1.mzML,MSS14a2.mzML,MSS14a3.mzML,n_blank,pval,qval
81.05307360485273,nan,nan,nan,nan,nan,1273480.5,1335663.875,1433494.375,nan,nan,1367358.5,1330565.5,1562860.75,nan,nan,1283233.5,1247520.625,1121517.0,nan,833090.125,891715.4375,904518.0,5,0.0051616016924186875,5.837771514125536
193.14364894123838,1487629.875,1639643.75,928594.125,1442073.75,969201.0625,nan,1118407.25,987078.25,1149348.5,1159883.5,1041558.4375,1052390.625,1048088.375,569354.5,825852.8125,915624.75,888079.6875,667919.4375,1294027.125,nan,nan,nan,10,0.0092561182458435944,5.2343348680245523
70.01283662945568,1457300.5,1695977.375,1376717.25,491760.28125,1150745.25,3057418.25,7079737.5,4829859.0,1816736.5,1865340.875,1507178.5,771450.0625,1641478.0,65347608.0,3911390.25,3428300.75,3263977.75,2864541.0,3105101.0,3788973.0,3420112.5,3233938.5,10,0.012281515119348198,4.6301311999942705
81.52082558438839,742371.875,743083.0625,572347.375,206295.765625,554820.5625,1607862.75,3910300.5,1996926.25,704753.125,876792.375,741480.0,385197.9375,796059.9375,23188784.0,1610430.625,1582187.5,1598529.75,1170187.75,1331031.625,1690108.5,1498390.375,1706871.625,10,0.015943839341648853,4.5081205738512136
74.9755966755566,1145865.375,1748648.0,1577858.5,501321.9375,1544943.75,3076676.25,6975680.0,3695360.25,2094902.125,1467351.0,1251349.375,655520.3125,1120063.375,29795856.0,3248804.75,2543719.5,2584529.5,2467153.5,2435292.75,2846692.0,2894575.25,3334594.25,11,0.021533178366164984,4.8708049464265191
73.06504345379048,253506.53125,304954.6875,210412.109375,257920.375,213432.421875,210288.65625,187181.234375,196274.546875,226210.734375,275114.0625,190508.734375,195154.515625,162623.28125,nan,173788.25,191107.171875,190666.296875,206850.765625,242800.25,nan,131101.28125,143043.125,10,0.038327048657898259,7.2246486720138217
76.03953448114619,nan,nan,nan,nan,nan,nan,90000.5625,157313.3125,nan,nan,nan,69805.6328125,nan,nan,nan,nan,nan,133525.25,nan,196564.90625,292616.03125,220342.671875,0,0.050786350352579716,8.2056231783953795
71.95213112815814,343407.84375,492726.375,352163.65625,139966.015625,386499.0625,733935.0625,1406691.0,794890.75,480841.65625,671238.8125,351609.0,248175.546875,411651.6875,11394235.0,960989.1875,480649.5,561569.375,476693.03125,1025627.375,526248.3125,493434.875,513846.8125,11,0.085726688031071863,12.119610520392785
81.07013552123634,440398.90625,429621.0625,307915.65625,458971.5,339511.78125,nan,nan,nan,319590.1875,893370.8125,nan,nan,nan,645726.25,506085.21875,nan,nan,nan,649931.1875,nan,nan,nan,5,0.17216127961670363,21.634934138499091
71.51263874821436,nan,nan,nan,nan,nan,52204.22265625,233912.265625,71041.3046875,nan,151515.390625,nan,nan,nan,2055261.75,180892.6875,106672.828125,nan,nan,185753.25,nan,nan,nan,2,0.22573174892591097,25.53026080352053
82.01403495975975,2109450.25,258499.59375,486856.1875,220601.0,360626.90625,499450.59375,333761.6875,349522.625,196692.875,295834.8125,584230.3125,201391.09375,229584.953125,nan,882760.6875,367958.3125,735635.5,417905.40625,249072.953125,581709.375,619366.0625,421001.78125,8,0.22959693781148716,23.606739696799274
78.02287561021528,nan,nan,nan,nan,nan,nan,nan,nan,135182.46875,34547.109375,nan,nan,nan,1950474.875,165490.046875,nan,nan,nan,nan,nan,nan,nan,0,0.27180875546609073,25.617975202679052
72.08101613442544,nan,nan,113837.421875,nan,nan,nan,nan,165902.375,nan,nan,nan,nan,nan,nan,nan,94794.3671875,nan,174571.546875,nan,499240.625,379625.59375,314286.75,1,0.29076079239037456,25.29618893796259
70.51449900145049,nan,88597.453125,nan,nan,nan,150293.046875,nan,248841.703125,nan,nan,nan,nan,nan,2560842.25,274236.34375,160659.828125,nan,166275.234375,nan,nan,nan,nan,1,0.31560796833402516,25.496615156127319
79.01811607573103,nan,nan,1088470.75,nan,nan,1779862.625,4006739.0,2576730.0,1282479.125,nan,nan,nan,958174.5625,23461582.0,2624608.25,1754619.875,1741132.375,1561391.0,1813275.875,1824466.0,1839755.75,1678931.75,1,0.38874226195202455,29.311166551182648
76.01777889669404,264323.65625,288324.21875,381533.875,114743.7890625,321915.90625,226413.75,364080.15625,115664.296875,457879.34375,233396.359375,nan,nan,122972.25,3841201.0,511953.125,145692.90625,154501.21875,104352.1484375,379416.8125,nan,nan,nan,7,0.4003423804215348,28.299202016047243
74.51794852099891,166912.515625,230366.25,175585.84375,87214.765625,nan,nan,nan,121753.5078125,166767.375,nan,nan,nan,nan,1980834.5,172009.734375,78402.9453125,nan,nan,152826.359375,nan,nan,nan,3,0.40568354573005572,26.989887660040765
71.08577440958842,nan,213332.75,141932.203125,214831.375,221340.09375,599156.3125,465339.28125,535275.125,215133.96875,715783.75,584531.5625,571081.625,535876.625,nan,376307.0625,712090.3125,613080.625,514603.4375,569024.8125,224165.125,347219.625,399283.65625,10,0.41325996192520087,25.966500940966785
70.98067858666673,329411.1875,649751.8125,532792.875,nan,341760.65625,875334.5,1581407.625,790409.4375,452522.8125,302568.5,351950.375,nan,239883.625,9081548.0,525319.375,470578.75,407782.125,423375.4375,383602.21875,643680.75,486273.125,494575.96875,1,0.44904821033037268,26.730185572823764
73.53204431091962,689996.375,nan,148511.8125,nan,nan,208084.140625,nan,152613.609375,93792.359375,96685.8515625,200062.734375,nan,111535.203125,819057.0625,259949.375,152699.234375,243914.4375,148880.78125,88571.0,nan,221689.28125,194516.40625,4,0.46724559171458169,26.422738211459595
74.00210616380026,nan,nan,nan,nan,nan,nan,326967.46875,135071.0625,nan,45394.95703125,nan,nan,nan,nan,nan,97575.3828125,111274.1875,205127.28125,nan,239806.609375,201648.328125,285346.625,0,0.47951807011140413,25.825473204571338
74.02032829357384,nan,205200.78125,148463.421875,nan,nan,nan,nan,nan,185795.125,nan,nan,nan,nan,2428790.5,153101.359375,nan,nan,nan,109224.625,nan,nan,nan,1,0.54216696108276863,27.872310590209608
78.5204955827892,851254.125,1076750.25,941551.0,415603.5625,909394.1875,435275.0625,663933.4375,444157.15625,1463325.0,751701.6875,nan,106106.7109375,220940.25,33305310.0,1970586.5,309031.21875,365775.59375,228163.484375,1190825.625,320635.40625,292397.40625,326770.25,8,0.6237313857920237,30.671312927425166
80.0497259686248,3679152.75,4079434.75,2357530.25,3333725.25,3430237.25,21946402.0,23116618.0,23046140.0,3980612.0,1936991.625,22927198.0,24515216.0,27874948.0,1118559.875,1773503.5,22183222.0,20502262.0,17903712.0,2372460.0,11978418.0,13279214.0,15514436.0,10,0.93167713512479322,43.905284992755874
77.0086124341375,534198.25,nan,173183.671875,nan,nan,nan,nan,nan,nan,77603.640625,153211.34375,nan,72308.140625,nan,273009.25,137391.953125,222215.03125,152827.203125,40776.51171875,166804.09375,218615.359375,135330.0625,3,0.98121519533816492,44.390175437098577
70.51040649414062,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,151943.265625,0,999,nan
70.51275781422416,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,999,nan
70.51348659702465,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,231124.265625,nan,nan,0,999,nan
70.51404356712258,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,184497.546875,nan,0,999,nan
71.04935753890834,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,999,nan
72.08915585304577,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32927.43359375,nan,nan,nan,2,999,nan
72.52047977299682,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,812039.75,nan,nan,nan,nan,nan,nan,nan,nan,0,999,nan
72.93366508691311,nan,nan,nan,nan,nan,nan,22397.265625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,999,nan
72.93736378760678,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,304784.5625,nan,116389.203125,49470.734375,nan,nan,nan,nan,0,nan,nan
73.01252589781912,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1086694.75,nan,nan,nan,nan,nan,nan,nan,nan,0,999,nan
74.06029770282927,nan,48054.3984375,nan,166129.78125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,nan
74.0966860718336,nan,99179.3671875,156425.65625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,nan
74.37024129799985,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16727.54296875,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,999,nan
75.00996888448375,nan,nan,nan,nan,1402997.625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,999,nan
75.06364189749716,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,999,nan
75.51158905029297,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,999,nan
75.94501778410057,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,999,nan
77.02066388714739,nan,98301.7890625,nan,nan,nan,nan,254379.234375,178524.359375,78461.125,nan,nan,nan,nan,1511110.25,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan
77.02559374516821,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,182478.0,0,999,nan
77.03884731574757,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,999,nan
77.5127009242014,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,492380.9375,nan,nan,nan,nan,nan,nan,nan,nan,0,999,nan
79.02041087487301,nan,nan,nan,nan,nan,nan,nan,nan,nan,1253286.625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,999,nan
79.02093267667807,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,999,nan
79.02147268736907,1421595.625,1490799.0,nan,1822332.25,1169747.625,nan,1287863.0,1283433.5,1165771.375,nan,1307558.25,1366099.75,1327999.625,nan,nan,nan,nan,nan,1113523.75,nan,nan,nan,9,nan,nan
79.51572025379194,nan,nan,178502.984375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,213973.09375,nan,311327.875,309271.3125,293856.03125,0,nan,nan
79.51979822618863,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1207724.625,143847.515625,nan,115146.1171875,nan,nan,nan,nan,nan,1,nan,nan
80.51791760376088,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2580630.25,219493.3125,116333.734375,90788.5078125,nan,nan,nan,nan,nan,2,nan,nan
80.93982432676636,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,999,nan
80.94808970217863,nan,nan,259230.71875,284269.90625,530506.6875,nan,nan,nan,154825.046875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,260229.59375,nan,nan,1,nan,nan
90.05518883802944,nan,nan,nan,nan,nan,nan,340540.15625,446461.9375,nan,nan,345755.03125,nan,nan,nan,nan,nan,nan,498946.34375,nan,981501.6875,850604.1875,757241.875,2,0.013969259717119504,0.28725877709203923
90.52610607278804,773828.0,951666.4375,726889.5625,292828.25,662266.875,1356547.5,3042646.25,1784827.625,837609.4375,750455.25,675910.375,361923.0,703701.6875,16263476.0,1523898.0,1348969.25,1276390.0,1036531.5625,1659452.5,1553452.75,1371027.75,1374303.625,10,0.018302820139773152,0.36965159960863275
90.02846792719896,369948.25,501686.65625,404261.25,151535.34375,381990.25,nan,nan,nan,644001.375,nan,nan,nan,nan,13512090.0,941776.25,nan,nan,nan,nan,nan,nan,nan,1,0.02114695253534336,0.41960005820128665
89.05995210024633,1057051.5,2575022.75,415906.15625,622090.875,472529.875,728399.3125,641313.9375,650542.3125,510109.625,809300.625,848096.625,749264.625,1002479.375,nan,463822.625,797596.5,745696.6875,609547.3125,703093.3125,312151.15625,479224.4375,488782.15625,11,0.10496020409008958,2.0467239797567469
84.95995112033451,3139110.75,5860532.0,1047594.875,1117845.625,1723485.5,8377827.5,18275038.0,9390277.0,4345768.0,8849998.0,4239471.5,2390657.25,5965753.0,166026624.0,12956160.0,7045716.0,8151937.0,4156231.25,13651088.0,3501496.5,2808352.0,4015337.25,11,0.12034426587151728,2.306938384757391
91.05447316124526,454793.34375,561998.5625,346311.53125,429303.59375,425332.25,2086301.5,2230356.5,1878273.875,379694.4375,2997058.25,1948496.375,2002716.25,1956310.125,2063866.25,1846392.875,2503918.0,2081488.0,1645622.875,2334933.75,800076.125,1190511.875,1235152.875,11,0.12556741524781717,2.3669457774213538
82.53732262717773,1406914.5,228664.90625,342262.6875,138239.0,168910.71875,274694.46875,nan,187517.0,118610.296875,218180.859375,284729.78125,158431.453125,142650.0625,1465133.25,450014.375,258282.90625,383772.15625,221544.765625,190786.125,339696.625,385121.40625,263541.21875,7,0.13078778026741494,2.4249340898761691
93.07012085324776,306765.53125,337108.53125,nan,302897.21875,nan,353869.875,323178.53125,315747.21875,267337.1875,365901.3125,419540.875,308697.09375,411948.71875,nan,254944.53125,306153.15625,301654.25,284110.28125,356702.625,nan,nan,nan,10,0.1348314562123169,2.4595867254214583
86.09667629821259,nan,nan,207164.203125,nan,342702.21875,nan,433555.4375,768390.9375,nan,nan,691026.375,nan,nan,nan,nan,329206.96875,304416.59375,742932.5625,nan,2062831.75,2090871.5,1315761.375,0,0.16287121313589414,2.9239260643920044
86.51792906545623,nan,nan,653970.0,nan,784302.125,1000514.8125,1507521.625,1162944.0,273669.9375,168834.515625,522823.59375,266949.3125,137111.640625,1213588.0,nan,606390.25,487073.1875,724245.625,164807.671875,970596.125,889212.25,1041484.6875,2,0.40547570271299516,7.1655159338812116
86.06028832714773,507441.3125,556150.125,313533.0625,385400.8125,nan,281824.46875,241747.96875,nan,249721.40625,355389.09375,496911.5,299071.28125,265929.0,nan,531319.875,nan,nan,nan,324887.3125,nan,nan,nan,10,0.44002716394670838,7.6564726526727256
88.07594101237771,966876.0625,1149206.25,515241.78125,1004287.375,627615.9375,8899370.0,1292637.0,912485.375,679020.9375,926723.375,940551.5625,906984.375,784840.1875,nan,728731.6875,1787375.125,1183912.0,1096356.875,1127896.5,1745207.75,1606616.375,1264341.875,11,0.44480502985718662,7.6223407389163347
92.05781650578422,nan,nan,nan,nan,nan,223881.6875,167754.78125,205754.765625,nan,277761.78125,175419.3125,212521.09375,181206.28125,nan,165161.46875,177658.46875,215954.671875,nan,198529.0625,nan,nan,nan,8,0.44975596914490734,7.5921492701923912
85.06504883371025,176914.828125,185090.640625,159040.890625,200807.125,nan,288294.75,248406.34375,244581.9375,211156.640625,322302.84375,286834.03125,265948.0625,248481.921875,nan,223954.328125,340109.1875,256921.546875,194437.578125,260439.96875,nan,nan,nan,10,0.49711905168514203,8.2682595214102292
93.04497895420104,nan,nan,461379.125,nan,622282.125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,192946.984375,nan,559122.0625,609373.8125,409013.96875,1,0.52519481594981032,8.6086280701338485
89.96267015410994,nan,333187.75,nan,nan,254360.90625,567629.3125,1311436.0,640707.8125,nan,484958.5,nan,172630.328125,332640.65625,nan,nan,467421.75,523777.9375,nan,676071.875,nan,nan,nan,10,0.52630582108516433,8.5035983378188682
87.52576182988896,1018536.125,1203484.375,888265.0,359818.0,951825.25,458942.28125,862454.9375,552487.375,1336468.125,763473.875,372465.84375,153834.09375,248607.921875,20284670.0,1948057.375,427087.34375,396216.25,288561.5,1092553.875,390485.53125,336389.90625,417727.71875,8,0.52895149292838184,8.4259737817183069
88.99124425846536,nan,nan,280630.9375,nan,nan,nan,1082576.625,nan,nan,nan,nan,nan,nan,4381192.5,nan,nan,nan,nan,nan,480942.09375,nan,nan,0,0.53245749823343402,8.3640198680835258
92.94170860746871,nan,229980.953125,nan,nan,nan,nan,656074.3125,413193.78125,204901.09375,296232.53125,169585.515625,nan,128828.1484375,2007157.5,181883.09375,nan,nan,241179.640625,194642.046875,nan,nan,261651.890625,2,0.57310065637235441,8.8791348268100396
83.0218148232908,nan,nan,1345232.75,nan,2466753.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,888065.6875,nan,2285311.25,1931996.875,1653860.375,0,0.73226392141220553,11.191763447529791
84.01524701292136,nan,nan,720043.25,nan,1071695.375,622327.625,1135418.75,810603.9375,282396.21875,148955.96875,nan,nan,nan,618789.1875,nan,nan,nan,nan,129387.9375,746297.0,708740.8125,847360.4375,1,0.83329064253145135,12.566022889374286
85.51009223308786,nan,nan,nan,nan,nan,nan,371806.8125,127638.9140625,nan,nan,nan,nan,nan,nan,nan,nan,147653.375,226296.8125,nan,262793.53125,292961.625,272973.53125,0,0.84551455442666601,12.582591592849463
84.08101609847402,nan,nan,nan,nan,nan,940024.25,745373.3125,852790.5,nan,nan,1324402.25,1314248.375,1256578.125,nan,nan,1294916.5,1262829.75,998170.5,nan,nan,842163.375,835080.75,7,0.90666735027974887,13.317412638524623
83.08577224383367,nan,nan,nan,nan,nan,1138319.625,447502.40625,nan,nan,nan,481318.15625,518774.59375,nan,nan,nan,669391.8125,568359.0,nan,nan,nan,nan,nan,3,0.92659837628995434,13.435676456204337
83.0493987742694,798929.375,820694.4375,nan,892953.5,nan,nan,513182.53125,534064.5625,756863.1875,870345.5625,507186.5625,473988.34375,515677.21875,nan,664188.5,nan,525234.9375,nan,752634.0625,nan,nan,nan,10,0.94165171285706961,13.481115028371464
87.04428854823095,nan,414209.6875,284976.34375,340023.3125,320528.375,835348.0,845324.4375,840033.3125,nan,1193536.375,860858.6875,870934.1875,867513.125,nan,nan,940405.0625,870062.9375,675045.875,859136.25,329359.5,526974.25,510496.875,10,0.95279264229585348,13.470105980457628
81.01461730077837,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1015491.25,nan,nan,nan,nan,nan,nan,nan,nan,0,999,nan
82.01447794582624,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2195987.5,nan,nan,nan,nan,nan,nan,nan,nan,0,999,nan
82.0653334707558,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,999,nan
83.0073688303608,nan,nan,nan,nan,nan,nan,624760.8125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,999,nan
83.02563621346975,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2651063.75,nan,nan,nan,nan,nan,nan,nan,nan,0,999,nan
83.51727807982151,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,684032.0625,nan,nan,nan,nan,nan,nan,nan,nan,0,999,nan
84.01180434094996,306727.21875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,999,nan
84.04466466964196,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,211379.140625,nan,nan,nan,nan,nan,nan,nan,0,999,nan
84.05277252197266,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,999,nan
84.52055125829615,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,285889.15625,nan,nan,nan,nan,nan,nan,nan,nan,0,999,nan
85.101397824531,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,226309.6875,nan,nan,nan,nan,208200.5,nan,nan,nan,nan,nan,nan,0,999,nan
