mz,MSS1a.mzML,MSS2a.mzML,MSS3a.mzML,MSS4a.mzML,MSS5a.mzML,MSS5a1.mzML,MSS5a2.mzML,MSS5a3.mzML,MSS6a.mzML,MSS13a.mzML,MSS13a1.mzML,MSS13a2.mzML,MSS13a3.mzML,MSS10a.mzML,MSS11a.mzML,MSS11a1.mzML,MSS11a2.mzML,MSS11a3.mzML,MSS14a.mzML,MSS14a1.mzML,MSS14a2.mzML,MSS14a3.mzML,n_blank,pval,qval
223.0966966238663,4138179.0,12514024.0,2550658.75,2651010.5,1738094.75,321482.71875,485480.03125,478644.65625,1212319.625,913234.125,836853.1875,440661.4375,425692.21875,nan,166163.234375,nan,nan,nan,444363.84375,nan,nan,nan,3,8.1380663230658079e-07,0.0011043356000400302
256.17553823766843,543477.0,52667472.0,274428.71875,2959480.75,1632418.375,470848.71875,1643186.75,1843641.125,3710601.25,nan,nan,159474.671875,8595988.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,2.1492375439495879e-06,0.0014582576735697953
349.0602078719774,593807.1875,577768.0,5203466.0,1670723.625,2316666.75,nan,286682.3125,703877.3125,693448.5,813925.0625,589392.8125,330568.1875,204185.328125,nan,nan,nan,nan,nan,177065.40625,nan,nan,nan,0,2.535801625106897e-06,0.0011470276017566865
364.9641672708975,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,144701.625,111427.734375,167092.6875,286885.09375,nan,351802.03125,404760.5625,290158.8125,1,2.9065222292310152e-06,0.00098603766626662189
258.0286347444263,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,764634.6875,112207.7109375,224656.234375,202973.171875,nan,224899.484375,219619.46875,211307.125,0,2.9301171038678928e-06,0.00079523378198974608
283.1177664655883,17904138.0,4491377.5,6970710.5,1468423.0,998724.8125,nan,nan,nan,3898308.0,8063110.5,11328877.0,2014400.875,1324057.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,4.3754844409268346e-05,0.0098958873105628575
404.2200098980612,1592478.875,1653340.875,563296.4375,1049032.625,783149.0625,2040166.625,558675.125,388618.8125,1371763.5,794061.0625,547568.625,488802.1875,287620.78125,242763.0,480533.03125,nan,nan,nan,695220.125,nan,nan,nan,7,5.5948791051859163e-05,0.010846072779624698
327.0082160428099,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,425841.0,775241.6875,697751.3125,783821.0625,nan,nan,579997.0625,532045.75,10,9.4752226016378536e-05,0.016072346338028211
130.52591989141283,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,168074.40625,164576.375,343523.15625,343969.09375,nan,nan,239982.359375,352786.6875,1,9.511161188425357e-05,0.014340717480770232
230.9904075038923,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,132392.015625,329034.03125,251931.8125,nan,542192.875,488063.46875,426185.8125,0,9.5735781324728146e-05,0.012991345525765609
348.9902687881293,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,74105.7421875,92984.4609375,340493.40625,nan,399254.09375,545777.75,345092.1875,3,9.7744854347378235e-05,0.012058160668126568
124.09702285791184,1534403.875,867625.3125,220707.421875,282417.53125,311961.75,126263.3125,163156.609375,nan,176300.3125,nan,572704.3125,199711.625,157039.703125,nan,nan,nan,nan,nan,100952.5703125,nan,nan,nan,7,9.800791000068891e-05,0.011083061155911239
145.12252690035726,3101006.0,3421458.25,2239217.75,3551142.0,2454832.75,3137741.25,3204612.75,3155911.75,nan,3908462.5,3227575.25,3582666.0,3538112.75,1539016.375,nan,nan,nan,nan,3510844.25,nan,nan,nan,8,0.00015105474896410798,0.015767791872638041
113.96390857609977,311036.40625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1157108.75,1154375.5,171443.015625,456122.75,273095.375,125581.21875,nan,176109.6875,nan,1,0.00017727272795849209,0.017182792274262414
145.12248396356281,nan,nan,nan,nan,nan,nan,nan,nan,2895113.25,nan,nan,nan,nan,nan,2401062.25,3911614.25,3230459.25,2806670.75,nan,1393495.0,1894184.625,2015071.5,3,0.00018690373988500334,0.01690855833492997
