mz,MSS1a.mzML,MSS2a.mzML,MSS3a.mzML,MSS4a.mzML,MSS5a.mzML,MSS5a1.mzML,MSS5a2.mzML,MSS5a3.mzML,MSS6a.mzML,MSS13a.mzML,MSS13a1.mzML,MSS13a2.mzML,MSS13a3.mzML,MSS10a.mzML,MSS11a.mzML,MSS11a1.mzML,MSS11a2.mzML,MSS11a3.mzML,MSS14a.mzML,MSS14a1.mzML,MSS14a2.mzML,MSS14a3.mzML,n_blank,pval,qval
364.9641672708975,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5008086786482233,0.36313806806535975,0.5712851274245667,0.8843215399376387,nan,0.7578130190785459,0.8987545703193554,0.7620166371131933,1,2.0960215057258073e-05,0.028443011832699205
253.12025031387873,0.24041790069432104,0.13906129063404066,0.9199084004880295,0.4713077868557922,nan,0.3705755008049886,0.7084633985514076,0.7598514858300129,0.4464112202857443,0.46091969693980667,0.5871680656008232,0.47463196476401814,nan,0.15334834612228376,2.042226489389726,0.856744665874668,1.3615156304325933,1.5163944194577739,0.7080754393446487,1.4083692158987637,1.612159309354508,1.7316361233458373,1,0.00022486741809426059,0.15257254317695582
327.0082160428099,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.4738249727619719,2.5264784414897097,2.385591813957874,2.4161236122974974,nan,nan,1.2878601795442355,1.3972614159542949,10,0.00029257446071084169,0.13234118106153739
230.9904075038923,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.43145973532535464,1.1249579576585307,0.7765782651064645,nan,1.1679319134875707,1.083725327476736,1.1192514775907554,0,0.00029827934242851906,0.10119126691887509
131.00176972749756,nan,0.3556963414507975,nan,nan,nan,nan,nan,nan,nan,1.1738887376981961,1.6785968321844624,0.9990714862602261,nan,nan,0.7347977766962145,1.8545387745939559,1.5025362361866146,2.788069266078412,1.2590697995663538,3.039669988346724,3.030099715743705,3.3297044254236643,1,0.00031570520849804955,0.085682393586370656
130.52591989141283,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.581701285722584,0.5363471419563284,1.1744958623133677,1.0602826194275004,nan,nan,0.5328711892090605,0.9264902999527304,1,0.00042296450631102014,0.09566047251067572
265.0232891562805,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4280653823548149,nan,nan,nan,0.6006856408012843,0.7681329126374924,nan,nan,0.657174831119228,0.6941581156283829,nan,0.5203001252636131,0.8246227473864818,1,0.0006486350181354911,0.12574253137283734
325.1776807853495,8.05076496755617,3.788037489625966,32.153238300981386,12.716835692570664,15.542314682488165,8.008326354860753,17.4285726823289,21.780341024463183,12.611851940311807,12.634989466526426,15.501137115452567,13.742876687738265,3.429935671685913,3.4379335775069624,64.44958065986809,21.69088998431852,32.43259904729961,44.20574544074339,16.799744004115013,44.14253012412589,45.33138468005939,48.72709276071408,11,0.0010616313911248293,0.18007922471954918
186.14906277482754,0.6776454784053544,0.40920464772491855,0.4821074601773461,1.0531338676860391,nan,0.5598672716006818,0.44342808919697496,0.4302760402795042,0.789128045702005,0.4463566651635496,0.484767383046803,0.5340342565332433,0.5393035169675545,nan,0.40326451061170593,0.375934842006458,nan,nan,0.5167105379885634,nan,nan,nan,9,0.0011120013787573406,0.1676650967748568
328.17935362585155,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8492057607904706,nan,nan,0.7603521137566837,nan,0.7236048007470964,0.6247859790004804,0.8157294311116083,0,0.0011309621593291568,0.15347156502096657
