mz,MSS1a.mzML,MSS2a.mzML,MSS3a.mzML,MSS4a.mzML,MSS5a.mzML,MSS5a3.mzML,MSS5a2.mzML,MSS6a.mzML,MSS13a1.mzML,MSS13a2.mzML,MSS13a3.mzML,MSS13a.mzML,MSS10a.mzML,MSS11a.mzML,MSS11a3.mzML,MSS11a2.mzML,MSS11a1.mzML,MSS14a.mzML,MSS14a1.mzML,MSS14a2.mzML,MSS14a3.mzML,pval,qval
288.22516875675194,2550808.5,2735241.0,1688055.0,2566267.0,2191094.75,2420403.5,2706433.5,1849171.0,2940686.5,2843129.0,2281508.0,1919849.125,929854.0,1280307.5,1669199.75,2205136.75,2515763.0,1962389.5,1242765.625,1401350.25,1419413.5,0.0011051128598509549,30.537524050288187
141.09122322996194,390266.71875,379461.9375,303415.8125,373832.6875,254644.484375,368809.625,432881.15625,286832.375,398157.59375,395344.03125,366730.5,320672.21875,nan,316467.46875,nan,356808.125,372273.78125,322224.8125,nan,nan,nan,0.0015365605386841498,29.68925949333574
328.17934363814345,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,245366.0625,246667.84375,nan,nan,nan,335921.4375,281376.84375,310611.4375,0.001577178654328566,28.886847074596936
404.2358464396074,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,153602.9375,191612.015625,200843.03125,nan,nan,136285.234375,124044.09375,0.0015783036469660906,28.12666688842333
85.51008762976126,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,226296.8125,147653.375,nan,nan,260388.921875,292961.625,272973.53125,0.0015794894595295959,27.405470301540682
377.2091672978128,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,86495.6953125,104073.078125,nan,nan,nan,76106.453125,148062.84375,66780.34375,0.0015808440781425934,26.720333544002166
141.11369602689297,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,696057.5625,nan,335715.25,nan,818616.5625,1203061.125,779266.9375,0.001584323114391169,26.068618091709428
243.09927474976502,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100469.4921875,113702.5234375,45919.66796875,nan,nan,171387.5,nan,139207.46875,0.0015879572569060015,25.44793670857349
305.12820939111623,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,321160.40625,154573.515625,nan,641826.0625,636588.625,625105.625,0.001591742887288371,24.856124226978757
224.05312413397064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1328810.375,251415.09375,320027.34375,177189.46875,nan,147272.140625,nan,nan,0.0016069242573262179,24.29121231272924
114.091560423207,3203741.75,3379114.0,2121785.75,3000862.0,2158500.0,3027421.75,3228443.75,2236800.75,2791026.0,2929084.25,2754871.5,2836654.5,1451375.625,1836928.625,2068251.875,2465849.0,2623189.75,3043057.5,1273252.875,1524722.0,1697136.75,0.0016166582741338968,23.751407594668592
272.0655092285042,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1163238.625,103499.28125,nan,487263.5625,nan,nan,nan,128452.90625,174660.6875,0.0016189578802716187,23.235072646958404
202.07111809700092,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2502300.75,119832.5078125,457080.9375,323215.65625,112466.0078125,nan,nan,nan,0.0016402768225037691,22.740709399150777
137.05988523040912,260752.28125,290861.25,227175.703125,280695.78125,253043.359375,440523.625,400574.3125,254390.09375,423974.5625,374648.78125,360259.125,529517.875,370888.21875,345737.46875,nan,385206.8125,nan,450454.625,nan,nan,nan,0.0018156067536133844,22.266944620001805
287.22174682743434,15501706.0,15523751.0,10132031.0,15017110.0,10392506.0,14774563.0,16514142.0,11897393.0,15110489.0,16467198.0,13692547.0,11345644.0,4295383.0,7512165.5,9343008.0,12243027.0,14963398.0,11504523.0,6972086.5,8692840.0,8795333.0,0.0018599284048785218,21.812517178777277
180.08683988866966,1096608.75,547061.0,262640.375,119714.53125,181927.734375,nan,112037.8828125,122728.3046875,111755.9140625,100355.1328125,83777.7578125,72927.8984375,nan,nan,nan,109945.046875,71404.3359375,70636.4296875,nan,nan,nan,0.0021453799615153693,21.376266835201733
186.14906119275992,322918.25,329945.3125,210314.953125,305290.96875,nan,172521.59375,224460.84375,242503.28125,200820.0,155339.3125,172825.15625,134754.5625,nan,116517.609375,nan,nan,115354.3828125,143640.875,nan,nan,nan,0.0023153552582432721,20.957124348236992
79.0181141367009,nan,nan,1088470.75,nan,nan,2576730.0,4006739.0,1282479.125,nan,nan,958174.5625,nan,23461582.0,2624608.25,1561391.0,1741132.375,1754619.875,1813275.875,1824466.0,1839755.75,1678931.75,0.0025327211825721418,20.554102726155513
265.02327859593953,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,129232.4453125,1265864.875,221941.203125,213195.828125,nan,nan,192969.703125,nan,234320.890625,313997.8125,0.0026880694903002001,20.166289467171445
90.9479238806507,203762.546875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1002492.6875,1129875.375,258494.25,412328.875,172738.796875,128283.9453125,nan,nan,nan,0.0028591134325188288,19.792839662223827
316.17587018516286,292140.1875,246776.875,nan,255626.234375,86978.7734375,nan,49259.4375,178601.046875,222862.390625,256959.609375,183711.4375,354865.875,nan,nan,nan,nan,107252.2265625,169608.984375,nan,nan,nan,0.0029053472598239748,19.432969850183394
327.1758669738873,nan,nan,nan,nan,nan,nan,583960.625,nan,nan,nan,nan,nan,668095.4375,1239575.875,1076985.625,690605.625,488726.5625,nan,1434863.375,nan,nan,0.0029472807103446954,19.085952531430117
128.9861303655891,nan,nan,nan,nan,nan,nan,3600125.5,321257.4375,nan,nan,nan,nan,nan,nan,2114783.25,1040927.125,1096937.625,281512.5625,2320509.0,2266633.25,2202561.0,0.0030932782360484769,18.751111258948889
280.93489321142687,nan,158830.75,240694.375,243594.765625,455035.5625,246388.90625,338030.5625,253416.640625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0031782604622135253,18.427816237242872
321.0736826723877,11338363.0,2970504.25,25353606.0,nan,nan,nan,nan,3913368.0,9052694.0,944433.375,nan,5203824.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0032383423108329826,18.115480368815028
322.0769335275358,1577649.875,492558.46875,3771669.5,nan,nan,nan,nan,635371.8125,1361456.75,178580.5625,nan,931115.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00323948240463283,17.813555696001444
177.05475817506422,4580599.5,13330060.0,2676196.5,2868347.75,1693730.375,nan,nan,nan,nan,nan,526692.8125,1127230.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0032408339213044006,17.521530192788305
306.10311463259205,322312.65625,195083.703125,2152934.0,nan,nan,nan,nan,266216.4375,1252312.875,151576.859375,nan,488678.375,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0032469589811853195,17.23892486709817
224.10013998437412,573716.625,1604593.25,368637.4375,367430.21875,275035.21875,nan,nan,nan,119268.0546875,84563.921875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0032495728174874476,16.965291139048993
270.105968827716,95004.5390625,3130810.75,337412.90625,nan,nan,nan,nan,nan,1308268.75,358991.0,464904.09375,1594557.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0032777159664485545,16.700208465001353
118.5335464088529,nan,nan,nan,nan,nan,nan,299693.3125,nan,nan,nan,nan,nan,1646117.5,141561.25,126567.25,192980.953125,137814.734375,182671.234375,nan,nan,nan,0.0034226256786234542,16.44328218092441
86.06028954510982,507441.3125,556150.125,313533.0625,385400.8125,nan,nan,241747.96875,249721.40625,496911.5,299071.28125,265929.0,355389.09375,nan,531319.875,nan,nan,nan,324887.3125,nan,nan,nan,0.0034688188934320348,16.194141541819494
97.99156431487461,646979.375,709082.75,653622.875,222724.84375,497716.5625,2114709.0,3857962.25,599332.75,984434.25,492218.90625,876260.8125,752426.3125,14600102.0,1270132.875,1733989.75,1754889.0,1567782.75,1274464.375,2115500.5,1958073.125,2157117.0,0.0053134368252517892,15.952437936717709
245.07861618043148,288957.84375,1195073.25,2665177.75,549590.875,1088958.25,388254.40625,253095.578125,292094.15625,367302.28125,163550.546875,108641.203125,314264.78125,nan,nan,140048.3125,nan,nan,147622.609375,367030.71875,409802.59375,291976.28125,0.0054716107319295682,15.717843261177745
326.18103993650004,679128.8125,532558.1875,2499291.75,606336.0625,2018139.375,1395913.5,1522557.25,670409.0,1382911.625,691197.625,215567.328125,665718.9375,1423350.75,3262208.75,2534877.0,1735755.5,1094929.375,811434.6875,3269548.0,3441628.75,3054680.25,0.0065959375619814098,15.490048431305603
267.1720644592674,1861244.125,1969175.375,1328900.0,1923543.5,1229543.25,2073561.75,2159833.0,1350522.75,2076900.25,2157481.75,1958666.625,1729597.0,784989.75,1160733.5,1478737.875,1768290.625,1984436.875,1671762.125,918322.0625,1022538.0625,1122808.625,0.0068411959965027193,15.268762025144094
325.1776687316268,3836429.25,3054328.0,14026555.0,3686459.25,11856531.0,8732950.0,8822247.0,3875689.75,6421509.5,3997513.25,1099156.875,3814488.75,7244986.5,18621800.0,14340903.0,9486069.0,6655779.0,4670177.5,20492432.0,20415314.0,18554182.0,0.0068703113120214101,15.053709038874459
150.02685258614923,609302.375,1509537.25,450148.78125,396125.0625,nan,nan,nan,186342.921875,253394.640625,nan,160639.25,308487.71875,nan,nan,nan,nan,nan,140094.21875,nan,nan,nan,0.0076733347508475712,14.84462974666787
119.01791019795124,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,467603.28125,nan,nan,nan,535610.0625,504692.8125,574439.5625,0.0082745477358114779,14.641278654247762
400.2086414982855,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,178090.40625,nan,nan,nan,152716.5625,175273.03125,148752.390625,0.0082747960827713758,14.443423537298468
249.05083732779624,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,162004.640625,nan,nan,nan,234187.71875,242110.5,208578.21875,0.0082779036101607775,14.250844556801155
384.98896680840494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,123933.296875,nan,nan,nan,141781.578125,182201.6875,181462.90625,0.0082784773191526065,14.063333444211665
227.01071162073117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,173803.140625,nan,nan,nan,236769.5,247885.921875,284030.90625,0.0082791021983926131,13.880692750130995
301.0321863793756,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,175415.46875,nan,nan,nan,253353.671875,235415.15625,167230.375,0.0082792080990922341,13.702735150770341
437.0283634992026,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,141807.625,nan,nan,nan,188010.453125,235358.71875,177640.21875,0.008279292907922493,13.529282807089704
376.2697314254023,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,114777.421875,nan,nan,nan,137929.484375,180733.625,117740.6328125,0.0082795277434144811,13.360166772001083
256.0857798504623,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200870.09375,152916.609375,262214.0625,237873.8125,nan,nan,nan,nan,0.0082807976956415369,13.19522644148255
236.05500624641024,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,447783.9375,nan,nan,nan,338485.09375,551321.0625,638301.625,0.0082824598672828122,13.034309045854714
439.044425608523,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,257858.9375,nan,nan,nan,506466.40625,408115.53125,408364.21875,0.0082833000002399126,12.877269177832369
207.07836976748732,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,333560.96875,509161.0,nan,nan,nan,nan,346985.71875,255743.484375,nan,0.0082833468049314414,12.723968354286745
507.2480781101043,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,89993.59375,nan,nan,nan,175815.265625,132514.65625,151083.203125,0.008284761359797374,12.574274608942195
96.02081510883127,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106261.25,nan,nan,nan,193430.15625,199439.71875,217077.640625,0.0082876924700961366,12.428062113489379
350.076130323172,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,139380.046875,nan,nan,nan,323135.34375,255451.8125,219423.453125,0.0082896020340980855,12.285210824828582
252.97221209359077,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,167929.53125,nan,nan,nan,336372.03125,375844.375,255654.75,0.008289621147071085,12.14560615636462
123.95494223760753,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,134025.171875,nan,nan,nan,280286.71875,325605.5625,203430.578125,0.0082932535140852956,12.009138671461647
276.03893078586526,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,124550.75,50606.4609375,nan,nan,62021.640625,nan,68386.59375,0.0082955057178991237,11.875703797334296
181.08366836941417,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,138380.890625,nan,nan,nan,236466.234375,377524.8125,191638.78125,0.008296145869193236,11.745201557803149
531.0911851271699,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,123919.6328125,nan,nan,nan,371631.71875,298713.75,282426.03125,0.0083027334993477815,11.617536323479202
314.0840925467925,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,120606.96875,nan,nan,nan,388147.15625,297788.84375,280500.0625,0.0083057536407490033,11.492616578065448
292.9082848361117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,56497.22265625,nan,nan,nan,182065.8125,162705.03125,135554.40625,0.0083121687586770066,11.370354699575389
198.09739671672432,nan,739384.375,541759.75,154171.34375,309430.46875,nan,161347.046875,nan,186579.875,154313.390625,139587.09375,nan,nan,nan,nan,151091.15625,nan,nan,nan,nan,nan,0.0083122120248720396,11.250666755369332
137.04601639341047,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,308043.28125,nan,nan,nan,1238357.875,783006.0,437796.03125,0.0083167071963198991,11.133472310000903
315.14396022338565,206276.515625,154990.140625,nan,167725.28125,nan,nan,nan,115840.0859375,159396.859375,212682.453125,135615.515625,236096.609375,nan,nan,nan,nan,nan,113142.578125,nan,nan,nan,0.0083396585894144337,11.018694244949346
291.07011645615535,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,274297.5625,nan,nan,nan,1791548.25,1411818.375,621218.625,0.0083534690926474336,10.906258589388639
118.9428160811868,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,544995.25,634545.25,nan,251854.5,86884.3828125,nan,nan,nan,nan,0.0083755287523404366,10.796094361212996
123.11702566230493,902947.75,879814.1875,596209.375,838292.5,603680.25,743257.25,694398.0625,634567.5625,785016.375,786427.8125,759971.1875,883584.9375,499860.21875,615597.3125,624192.6875,705877.5625,744681.0,801638.0,283268.71875,397283.25,487572.8125,0.008395931350125627,10.688133417600866
307.04424544048163,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,250761.5625,nan,nan,nan,2945296.75,1561175.125,670037.5,0.0083970273097639294,10.582310314456302
240.02695059434842,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4621856.5,201410.625,643615.75,228070.890625,nan,nan,nan,nan,0.0085126692794529803,10.478562174118496
80.51792574288935,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2580630.25,219493.3125,nan,90788.5078125,116333.734375,nan,nan,nan,nan,0.0085658101365330853,10.37682856077754
229.14372733929304,123207.953125,137773.578125,nan,113361.6015625,nan,119907.2734375,126535.03125,nan,140275.1875,142711.25,146430.796875,nan,nan,nan,nan,nan,124327.78125,nan,nan,nan,nan,0.0088542305162673998,10.277051363077756
464.14368234042985,145396.046875,154188.515625,94359.1875,146530.671875,nan,nan,134886.703125,100582.5703125,nan,102127.3515625,122596.3203125,nan,nan,nan,nan,nan,123989.1328125,nan,nan,nan,nan,0.0089512301760692938,10.179174683429396
434.2448565882821,231483.484375,423718.09375,nan,201409.09375,nan,nan,120077.28125,184037.125,nan,239878.6875,108082.703125,175944.125,nan,nan,nan,nan,nan,212672.78125,nan,nan,nan,0.0091118970245371873,10.083144733585723
159.06531437039527,299200.5,354945.4375,394789.40625,268166.5625,423548.875,936775.375,726646.125,276416.96875,891214.75,849036.8125,766433.5625,526508.9375,nan,291211.03125,745666.8125,923854.9375,1043388.0,429608.59375,nan,nan,nan,0.0099089789548880824,9.9889097360755752
212.94740899196913,nan,103189.1875,112017.96875,114565.4921875,nan,nan,193591.171875,158915.96875,56510.52734375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.010198352172644731,9.8964198311119134
286.1287055012831,653511.25,272316.5,402081.21875,nan,nan,nan,nan,173928.8125,502116.3125,nan,nan,466519.75,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.010202174018094106,9.8056269886246472
190.91210750901234,206825.828125,nan,210939.609375,120843.4453125,348867.0,nan,81419.34375,92868.6875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.010223447059656721,9.7164849250916969
366.0374602415716,272686.875,nan,1236676.625,311885.375,462611.6875,nan,nan,184713.90625,nan,nan,nan,183121.140625,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.010253155818049135,9.6289490248656442
307.05797213801003,942123.125,291170.90625,2613639.5,nan,nan,nan,nan,298786.5,880436.9375,nan,nan,575682.625,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.010273507354624749,9.5429762657150583
198.98914430877417,nan,299964.75,nan,nan,799921.5625,nan,148336.09375,215241.375,118466.875,nan,26640.23046875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.010406719695296376,9.4585251483193495
152.94730337962238,404048.125,732332.8125,nan,312311.25,nan,151558.171875,246601.03125,439296.96875,164887.125,nan,239051.875,74096.359375,nan,44197.8671875,nan,nan,nan,145268.75,nan,nan,nan,0.010903457352244277,9.3755556294744444
105.07008225397846,208474.484375,195017.453125,nan,171618.875,nan,nan,nan,nan,nan,192263.640625,1369.713134765625,212787.390625,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.011032388201335067,9.2940290587833623
70.01283506989641,1457300.5,1695977.375,1376717.25,491760.28125,1150745.25,4829859.0,7079737.5,1816736.5,1507178.5,771450.0625,1641478.0,1865340.875,65347608.0,3911390.25,2864541.0,3263977.75,3428300.75,3105101.0,3788973.0,3420112.5,3233938.5,0.011443916794064491,9.2139081186214362
