mz,original_mz,ppm_error,Nicotine_Stain_A.mzML,Nicotine_Stain_B.mzML,Nicotine_Stain_C.mzML,Tea_Stain_A.mzML,Tea_Stain_B.mzML,Tea_Stain_C.mzML
70.01280246080374,70.01283662945568,0.4880343413679654,0.41426739277631314,0.5556881893013145,0.7299789666170238,22.229255575930274,25.885844120400858,23.571331137702813
71.95209010264027,71.95213112815814,0.5701782646623113,0.1744275216742905,0.09516506208770331,0.08438250266288952,6.261878968814011,7.273476734922711,6.407853117953563
73.53202050103822,73.53204431091962,0.3238028988706386,0.45651132098114394,0.5039357902938075,0.4875510547413938,7.798384187336598,7.771522935610218,11.026584121210075
77.00858465549338,77.0086124341375,0.3607213955272743,0.3088756879726705,0.475140385181415,0.32966851420861937,8.12025486959444,7.611591108885034,11.084881032219645
80.04971470074166,80.0497259686248,0.1407610655536711,1.8491119324512155,1.9558194900953698,1.9042675903099,4.453501584114296,4.2153055312722545,4.232270167484835
82.01401145999985,82.01403495975975,0.2865334774727193,1.3761699049396283,1.6730487137836683,1.5075144508299985,36.42686198000934,28.59969023010006,49.542143420304804
82.53731624836216,82.53732262717773,0.0772840196400325,0.9584256122202864,1.1068118501978446,0.9551314559452301,17.748027971171908,16.733874688310625,24.486610389514787
84.95992291234899,84.95995112033451,0.33201519676048585,0.6493709919876209,0.7320033172474375,0.6219430941539189,39.16944757364333,48.52415901839296,26.715925594829383
86.09665123090069,86.09667629821259,0.2911531579588061,1.926824015734956,1.8095584827231275,1.9174763986166155,16.307640944067014,17.732323157663938,17.810400902680065
86.99293053729427,86.99295744418184,0.3092997028997833,0.7191291645108526,0.7105838153075369,0.6348994986424672,22.757918573425787,14.58369242989662,18.610331734480418
90.05517589838657,90.05518883802944,0.14368572092354634,0.28021793452943716,0.32857777750894335,0.404472895640566,8.477181317490306,12.927950309988901,8.425718695321299
90.52608283286362,90.52610607278804,0.2567207559371809,0.17905634091508343,0.42832383811435126,0.45536442456111714,10.81930820462628,14.66467132165313,13.337119170344595
