mz,MSS1a.mzML,MSS2a.mzML,MSS3a.mzML,MSS4a.mzML,MSS5a.mzML,MSS5a1.mzML,MSS5a2.mzML,MSS5a3.mzML,MSS6a.mzML,MSS13a.mzML,MSS13a1.mzML,MSS13a2.mzML,MSS13a3.mzML,MSS10a.mzML,MSS11a.mzML,MSS11a1.mzML,MSS11a2.mzML,MSS11a3.mzML,MSS14a.mzML,MSS14a1.mzML,MSS14a2.mzML,MSS14a3.mzML,n_blank,pval,qval,mz,MSS12b2.mzML,MSS12b1.mzML,MSS12b3.mzML,MSS12b.mzML,n_blank
294.20662851302734,0.18072532675297084,0.15869862761795595,0.0982815992348233,0.48073771883458827,nan,0.4076054497614707,0.3546621785987219,0.36472576711170757,0.2507305273134946,0.15048386809988615,0.3745200384244874,0.34655166852326336,0.2958899761992309,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,4.6382967375595074e-09,1.7486378700599344e-06,294.2066249359081,nan,nan,0.21279969391595752,nan,9
223.0966966238663,8.683988248363141,15.520138000266865,5.846905288806361,9.144944419982291,2.2784080396264805,0.6948369031270735,0.959078113598489,1.19375970807825,3.944999884171413,3.0249672514691457,2.020113184437559,1.5149307626695128,1.3283790143693073,nan,0.5750867680114774,nan,nan,nan,1.5984828884308064,nan,nan,nan,3,8.5073507050945719e-07,0.00024054534118654903,223.0967271487328,0.4854951555134378,nan,nan,nan,3
364.9641672708975,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5008086786482233,0.36313806806535975,0.5712851274245667,0.8843215399376387,nan,0.7578130190785459,0.8987545703193554,0.7620166371131933,1,2.9122153795346449e-06,0.00047053079917909766,364.9642331498866,nan,nan,nan,0.14147716489656745,1
327.17593850563134,nan,nan,nan,nan,nan,nan,1.3576749884450776,nan,nan,nan,nan,nan,nan,0.3170285738366047,4.290140874665127,1.592738295487526,2.361160912432194,3.3198015760994912,nan,3.0908239566168842,3.45406182584261,3.5568058647309506,2,3.6396103555201081e-06,0.00045737770134369359,327.1759314993903,nan,0.6496312163185469,0.3726650735853027,1.616049981527411,2
124.09703586735463,3.2199538054644004,1.0760459291531377,0.5059302394880358,0.9742294972086538,0.4089398229043303,0.27289930039533705,0.32232001950234807,nan,0.5736974788244346,0.6641426183376322,1.382473711932295,0.6865798970104293,0.49004477147031744,nan,nan,nan,nan,nan,0.4583311732944415,nan,nan,nan,9,3.8540690407010515e-06,0.00043589520850328891,124.09704406604865,0.37812009979146055,nan,nan,nan,9
404.2200098980612,3.34182446826649,2.050505779874001,1.291251101145746,3.618750303091265,1.0266029054088917,4.4095155879299135,1.1036768775428394,0.9692315042192977,4.46384496053223,2.6302222441909895,1.3217976764255863,1.6804317502910635,0.8975250029960882,0.11519732563702123,1.663112715058576,nan,nan,nan,2.5008728525861894,nan,nan,nan,7,3.2626237175278158e-05,0.0033545703859308722,404.2202288713472,nan,1.0767656303627746,nan,0.8080703860001593,7
283.1177664655883,37.571918466811596,5.570294464138281,15.979042311790252,5.065482283085509,1.3091936686273573,nan,nan,nan,12.685453812120292,26.70798707557825,27.347226651474536,6.925221029548073,4.131740697277041,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,4.7137277551665956e-05,0.0044426884092445161,283.1178946868658,nan,nan,0.2870613422983519,nan,0
327.0082160428099,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.4738249727619719,2.5264784414897097,2.385591813957874,2.4161236122974974,nan,nan,1.2878601795442355,1.3972614159542949,10,9.5410535304776224e-05,0.0071939543619801271,327.00819673150835,2.7719509875063446,1.9387344182340616,2.910071232436262,1.3490248988344884,10
230.9904123252886,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.43145973532535464,1.1249579576585307,0.7765782651064645,nan,1.1679319134875707,1.083725327476736,1.1192514775907554,0,9.6077376514188583e-05,0.0067914695523467053,230.990433669739,nan,0.2739686927534739,0.426022449569282,nan,0
272.0655014873042,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5519868294496518,0.35820840494260753,nan,1.6659402069414966,0.3969095674518507,nan,nan,0.4450070732648612,0.45869483879497325,1,9.8122440276378757e-05,0.0065280282325049632,272.0655714030489,nan,0.2800230142994135,nan,0.8899383498034258,1
