mz,MSS1a.mzML,MSS2a.mzML,MSS3a.mzML,MSS4a.mzML,MSS5a.mzML,MSS5a1.mzML,MSS5a2.mzML,MSS5a3.mzML,MSS6a.mzML,MSS13a.mzML,MSS13a1.mzML,MSS13a2.mzML,MSS13a3.mzML,MSS1b.mzML,MSS2b.mzML,MSS3b.mzML,MSS4b.mzML,MSS5b.mzML,MSS5b1.mzML,MSS5b2.mzML,MSS5b3.mzML,MSS6b.mzML,MSS13b.mzML,MSS13b1.mzML,MSS13b2.mzML,MSS13b3.mzML,MSS10a.mzML,MSS11a.mzML,MSS11a1.mzML,MSS11a2.mzML,MSS11a3.mzML,MSS14a.mzML,MSS14a1.mzML,MSS14a2.mzML,MSS14a3.mzML,MSS10b.mzML,MSS11b.mzML,MSS11b1.mzML,MSS11b2.mzML,MSS11b3.mzML,MSS14b.mzML,MSS14b1.mzML,MSS14b2.mzML,MSS14b3.mzML,n_blank,pval,qval,mz,MSS12b2.mzML,MSS12b1.mzML,MSS12b3.mzML,MSS12b.mzML,n_blank
432.23842101086035,12.505979193373477,13.01442185867107,4.1309233290128615,17.39397760344127,2.4262346435735256,4.628145668377293,5.4805473974312156,4.808147235212336,17.45374513444701,13.838823975280414,8.91831734905933,22.45310454842681,7.915769413458844,38.27456429518271,33.413349590839154,18.6403226693477,23.75304361630996,69.12196303260872,7.583872162977819,3.159842925590524,13.724672666302277,39.314159740510846,15.297168169820933,14.805638710997652,6.389284429329006,14.531137694850282,0.66043882905155,5.380729943945422,3.338716972958252,5.579593870531582,3.0016912922673447,19.165203745874706,1.1575448945013158,1.655647292707693,1.546451712393509,33.17712870175794,5.038252471581403,3.195292932454215,2.5603607721982153,2.521379878374837,17.24861846840515,3.080679194674018,2.2316005394213505,1.2206430346871027,11,6.1010004780427241e-05,0.0041715590768617123,432.23837055189216,2.8411332400829905,2.8123836476651327,2.8216292505778857,7.080984166258478,11
364.9641672708975,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5008086786482233,0.36313806806535975,0.5712851274245667,0.8843215399376387,nan,0.7578130190785459,0.8987545703193554,0.7620166371131933,nan,nan,nan,nan,nan,nan,nan,nan,0.3437538225406334,1,6.1776744663478937e-05,0.0040550255197107574,364.9642331498866,nan,nan,nan,0.14147716489656745,1
520.1394045526376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.11663645172322033,0.1338227359848506,0.11732612210956572,nan,nan,nan,nan,0.10335734832499201,nan,0.23368534394600796,0.28555709896307724,0.25512976108217067,nan,nan,0.2028026825820234,nan,6,6.2137081853824843e-05,0.0039218058200817911,520.1394761356855,0.2992791491017485,0.18722840630576648,0.38224759335551955,0.08309712149142864,6
348.9902687881293,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24150734286630224,0.31791121688185386,1.049568834050347,nan,0.8600290029284937,1.2118775706838152,0.9062829625854826,nan,0.15909629010339707,nan,nan,nan,nan,nan,nan,0.5456371970381672,3,6.4283704013772634e-05,0.0039070206772815145,348.9902170787168,nan,nan,0.39700099721002335,nan,3
202.0711236978032,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.6603998551361,1.0533455574363366,1.562746673896354,0.36938296953024985,0.404567094166078,nan,nan,nan,nan,7.276220927920254,nan,nan,0.6785349259887148,1.0232518535941126,nan,nan,nan,0,6.8229790336790926e-05,0.0037321695314224634,202.07108656266746,1.7855409394552282,0.5611488964983505,nan,nan,0
177.0547917754836,9.612409764888875,16.532201852244917,6.1346769612889505,9.894672522395238,2.2202523213188314,nan,nan,nan,nan,3.7338011116430607,nan,nan,1.6435528965001744,5.70631805542079,22.923506132654918,4.384258604792985,5.3953750174907205,4.923019357820954,nan,nan,3.3907054759012603,5.802076769922781,nan,nan,nan,2.031576161579848,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.670578275595096,nan,nan,nan,nan,nan,2,0.00012908587694641786,0.0066196851271584905,177.05484260969092,nan,nan,0.8983893582921471,nan,2
379.2522057595379,0.38187540014481797,0.17306964331401486,nan,0.45061987373027484,nan,nan,0.18497533837922683,nan,0.36948979305347557,nan,nan,nan,nan,0.46174831003469874,0.4915527959975227,0.5070535494377753,1.017849269295621,0.4884000043010381,0.08356617084696677,nan,nan,0.38774218658284265,nan,nan,0.21791373505994519,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,0.00016823544146492571,0.0078878388412555178,379.25217721304847,0.21581703683280712,nan,nan,nan,7
79.02147268736907,2.9832251580766456,1.8489181585922996,nan,6.286330114871772,1.533381533506146,nan,2.5442060169458123,3.2009366035784437,3.79352758505856,nan,3.1563668510793614,4.696454829111591,4.14404293815932,5.268757295893075,4.347433145099691,5.272016735120561,5.7205686583194595,6.4193312598453875,2.8021468708116757,nan,5.436967964943734,4.758597576446985,nan,5.071002436348637,5.4305218164343625,3.4926163595638364,nan,nan,nan,nan,nan,4.005610909328856,nan,nan,nan,4.249727971705409,nan,3.7350088887196726,4.709305063710649,nan,4.06082369839416,nan,nan,nan,9,0.00023035366269573659,0.0096925733457359931,79.02147418802187,5.028785289865583,3.5644845860132595,5.5452294055018285,nan,9
328.17935362585155,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8492057607904706,nan,nan,0.7603521137566837,nan,0.7236048007470964,0.6247859790004804,0.8157294311116083,nan,0.6571912690428262,nan,nan,nan,nan,nan,nan,0.6501054104504382,0,0.00027252129192700201,0.011180186001305258,328.17948454478943,nan,nan,nan,0.4140552282642198,0
230.9904123252886,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.43145973532535464,1.1249579576585307,0.7765782651064645,nan,1.1679319134875707,1.083725327476736,1.1192514775907554,nan,nan,nan,nan,nan,nan,nan,nan,0.3435887063343475,0,0.00027701660633625192,0.011087420756043645,230.990433669739,nan,0.2739686927534739,0.426022449569282,nan,0
79.01811607573103,nan,nan,2.49511440324427,nan,nan,3.8469073521440214,7.915414506148128,6.426471939947557,4.173305368687119,nan,nan,nan,2.989998230799215,nan,nan,nan,nan,nan,8.34872721357427,nan,nan,nan,3.6227615077108033,nan,nan,nan,11.133127789711265,9.083703031335867,5.718228726182723,5.952881874109024,4.812978170165977,6.522786448446049,3.930062833217818,4.0851037422496255,4.409219609959524,nan,5.372743500660726,nan,nan,4.087138896790621,4.678689589734937,2.0217199578487746,3.7789517733349056,2.3852010754808255,1,0.0003119987212307629,0.011906741896271673,79.01813085165466,nan,nan,nan,12.364945466828237,1
240.02703903941108,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15.996128907790098,0.7432729658199916,2.200503871548586,0.6208470148505312,nan,nan,nan,nan,nan,10.126009558276067,nan,nan,0.21564158768638558,0.41031766532334846,nan,nan,nan,0,0.00031872442287400263,0.011886972225823599,240.02710753661526,0.2925587058128673,nan,nan,0.4478247195357714,0
184.08396409809788,0.3295826293608024,0.20696374076215682,0.33548438867782426,0.6103062519538243,nan,0.43022253280702877,0.3482462587129276,0.462421002683453,0.4638800517985777,0.6587204793760578,0.48698624630197845,0.6999529437127783,0.5791880399465327,0.5566750922186664,0.5577026511801298,0.5511071837735093,0.6528109824496588,0.7094584929124598,0.37694125276495927,nan,0.7080659018361355,0.6486256276911572,0.6198130244600238,0.6667354841096401,0.8668666948081347,0.578299879963884,nan,nan,0.724640700421329,nan,nan,0.6254937953676332,nan,nan,nan,0.6630724501791901,nan,0.8216895670065293,0.8664616557885495,0.672383074390212,0.7471222361744138,nan,0.5077165076284454,nan,9,0.00038989944078756831,0.014218332940719992,184.0838956937805,1.1318021625694696,0.6270966127832941,0.9098310184103324,nan,9
230.2480283467384,1.521653067867616,0.25987567580838805,0.7838052495309418,0.8931115031291537,nan,0.9009740387469458,0.22975630030326344,1.3426559430334344,1.2702519898873228,0.7144582088346502,0.4068008627905233,0.24405168319528933,0.10280251900177353,0.32480694228704143,0.8286524989839158,1.0356245943721956,2.517511195619999,nan,0.18884395496166223,1.029447254942425,nan,0.35429599795333944,0.49403692983732633,1.2787352734626682,nan,0.49977471046732724,nan,1.2561785436746182,nan,nan,nan,0.604490079710139,nan,nan,nan,0.4054149045240028,0.6785902262449482,nan,nan,nan,1.1593887121209845,1.820092776166824,nan,nan,10,0.00046811244509507692,0.014493821177377759,230.24806872610736,nan,nan,nan,0.33748190268763517,10
272.0655014873042,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.36518345960888915,nan,0.5519868294496518,0.35820840494260753,nan,1.6659402069414966,0.3969095674518507,nan,nan,0.4450070732648612,0.45869483879497325,nan,0.6662601487805878,nan,nan,nan,nan,nan,0.13074279407638054,nan,1,0.00061452467367789307,0.018674722027878194,272.0655714030489,nan,0.2800230142994135,nan,0.8899383498034258,1
483.0763302833844,nan,nan,0.28130484583747517,nan,nan,nan,0.23157145313206162,nan,nan,nan,nan,0.08015726900706141,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09213313234817543,nan,nan,nan,nan,0.5622566640134954,0.23348425182617183,0.34968230286315044,0.45055873550590375,nan,0.430734977046279,0.4451118165184651,0.46342652228605724,0.15163490987630526,0.44011790706625253,nan,nan,nan,0.12489787492191295,nan,nan,0.3102809019741136,0,0.00062986617280291464,0.018792916173992417,483.07652023448327,nan,nan,nan,0.28229915592383464,0
315.1440133713574,0.43287224588419104,0.1922218121989192,nan,0.578586306941126,nan,nan,nan,nan,0.37695432473580887,0.7820387915774373,0.38477441681654223,0.7311717420680341,0.423190269975126,1.1471424074449117,0.9689677750733342,0.9019749346559375,0.5750103129708386,1.3035073880812036,0.16854055469023296,nan,0.40006187265947857,1.0322510839012695,0.7139729240076812,0.6494284439037725,0.4019477003307241,0.5350238113489684,nan,nan,nan,nan,nan,0.40700087918833555,nan,nan,nan,0.8385251530604948,nan,0.23860335292004417,0.31571546042022014,nan,0.6177784761626072,nan,nan,nan,8,0.00063677995112579842,0.018659926782097058,315.1439562827418,nan,nan,0.35484484925637266,nan,8
113.96390857609977,0.6527113729705999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5490780451353648,3.99526452324832,0.5587252206693877,1.559470658193787,0.8418148165631102,0.45174564065814804,nan,0.39104448699380995,nan,nan,0.3575976582517227,nan,nan,nan,nan,nan,nan,nan,1,0.00063901462015412633,0.018396894590753006,113.96391773140981,nan,0.23155525631315946,nan,nan,1
229.14370497515523,0.25855247369492157,0.17086949372084856,nan,0.39105297608185263,nan,0.3401058929109957,0.24997316318636095,0.2990537340511861,nan,nan,0.33861585275756706,0.49062079048843366,0.4569395188789195,0.4889553958788018,0.38691189283668803,0.37980601815373644,0.29232618725633563,0.48471096957174786,nan,nan,0.49493805016154746,0.4151071804220524,nan,0.416441574085489,0.6124215439248727,0.410062644194389,nan,nan,0.40517875144114146,nan,nan,nan,nan,nan,nan,nan,nan,0.4104292811693435,0.7018432893390807,0.43720748901730133,nan,nan,nan,nan,6,0.00067060529033656534,0.018973504852453513,229.143572091863,0.6838309509166879,0.5092844796496294,nan,nan,6
321.1311294225354,nan,8.554083020771387,nan,5.78696026004275,7.163140670456778,1.1077436396189728,2.813992156115656,4.658820232500973,nan,nan,nan,nan,1.3450414925496086,2.92661675682136,nan,nan,4.039656378933536,1.4480450448727942,0.5120009601184854,0.5609944634583383,0.856677307445888,1.456854286304925,nan,nan,nan,6.780177663564301,42.203306582688846,4.245430271621678,1.4303546073080202,1.2360112786869633,2.3119237604860365,4.688285008504944,3.4119862970340176,4.256100521184405,2.939829134715005,3.113023029088528,4.813373251445164,0.4487042147567104,0.818221134986713,0.8635881196580976,3.7460955839561785,13.811609242063673,6.268324072712394,1.4563400297076181,11,0.00069708497279544407,0.019388414243344469,321.1311398456846,0.4778447102371959,0.7680280437070244,2.7950401289383167,2.2001325653994708,11
134.11778634011583,nan,0.1543093644483344,1.4397012168278613,nan,0.5145813487801288,2.6413002513388486,0.2674371469138305,nan,0.4921254199066279,0.47506681954215657,0.7939213273134624,0.5604637985625298,0.41711326176860514,nan,1.98820446350516,nan,0.343534344781515,0.11599885790479443,1.0666535878504741,nan,nan,nan,0.5089606185272554,1.6189291233165461,0.5779767216573004,3.863583730139278,nan,nan,nan,nan,nan,nan,1.7409676168297972,1.2562419417766604,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.6258619860564956,2,0.00072007612732310198,0.019694082082286839,134.11777991120985,nan,1.4746091675584294,nan,nan,2
223.06388725481509,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6298769346467222,0.7386108721139091,nan,nan,nan,nan,nan,nan,nan,0.6384454354626338,0.8843306273531883,0.5834457671514198,nan,nan,0.5707452042662434,nan,7,0.0010463543393294122,0.027255039219675641,223.0638815392151,0.8333694466979467,0.6835974066162107,0.8485091452408229,nan,7
124.12040172235469,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4175976141921169,nan,nan,nan,0.3918012486896921,nan,0.27511062147581195,0.3676152800181984,0.31479394098033614,0.5320010683151907,nan,nan,nan,5,0.0010480356613963954,0.026872289380491951,124.12040533561604,0.4072095002746994,nan,0.38057392821007563,0.3029487119422904,5
256.085802655368,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6952063339363483,0.7752202555234949,0.8965023924690049,0.47136450945193925,nan,nan,nan,nan,nan,nan,0.46496670627881403,0.6223620299110719,nan,nan,nan,nan,nan,0,0.0010487311922819955,0.026476429023611608,256.08588346650265,0.3608165482678011,nan,0.5710628922953862,1.5169300690156324,0
210.1701664222672,0.9040132176850104,0.5730942823568984,0.5601286580838098,1.2646970801677964,0.39436672890138036,0.5736111319239734,0.4611239193460127,0.4677032270198455,0.9753081875760715,0.6147118958279575,0.5446671106131088,0.8645494527904333,0.5800921116927803,1.4288491087890622,1.1777556409309526,1.4353758025827954,1.1020940734330877,1.44384984597866,0.5174265612399758,nan,0.851322786369288,1.19981291976033,0.5156050669998908,0.7785254964065424,0.7094929651322578,0.5563373793162572,nan,0.48792801197142127,0.5278178434127869,0.46788367817835463,nan,0.805388563365164,nan,nan,nan,0.6048362706482496,0.5035641815557768,0.3473735496109374,0.5501893649428096,0.38400016636317746,0.591568732721438,nan,0.49543395559208725,nan,9,0.0010548063215516414,0.025834883189048412,210.17019972512972,0.7923388103894098,0.5054707973066902,0.4655698768001026,0.38366764023096034,9
330.33694013673687,0.6467226994892451,0.4131566462780748,0.5254029630641603,1.134821208623489,0.37895238711292834,0.37903931642281957,0.4231504326076761,0.4491431536040321,1.1024314364316117,0.38141754042333853,0.42007926650187666,0.5724196426622178,0.34472896365184247,1.0176746794439595,0.8558034455087915,1.4310378906773369,0.9749162205497524,1.3780222130826145,0.4063857921157534,nan,0.6709320208118688,1.0917157775226933,0.4790260725985989,0.6050172605490192,0.3394889829787114,0.4653321115593758,nan,0.4133502508598445,0.41362884208089495,0.3091535482332305,nan,0.47158638023232835,nan,nan,nan,0.5265238948846814,0.43108563705430586,0.2817973394571606,0.6224485538218055,0.3208672255571084,0.47723001079451244,nan,0.40025784053447033,nan,9,0.0010766456034676478,0.025605441091165363,330.3369783096369,0.6229599629835291,0.4862230886481482,0.36029566033300986,0.3473127562352803,9
224.0531433499746,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.59897923107498,0.5774526577634406,1.0941643502715483,0.7749854827323729,nan,0.3172373539647987,nan,nan,nan,5.03735976394231,nan,nan,nan,nan,nan,nan,nan,0,0.0011079362800546241,0.02597319193670912,224.0530547579208,0.4542902259874069,0.34241996896121163,0.42915852326165643,nan,0
104.10722962207709,29.716312866239456,2.146029199756391,11.152575118014381,1.404392365883037,3.11643535688231,nan,0.5877925681806406,0.9165282734053427,4.654497750499861,1.0403447322484487,1.5663721691544275,0.6240314831460955,0.24241144096437833,0.663682353531299,1.7432764138297536,0.9816411878713341,1.5521062058898616,0.6554519735334602,0.5963025016582298,0.34812577317039756,0.6398955129380524,0.5266465253808146,1.8207796004981704,1.0844736039897789,0.6756196575323841,0.9981062344055043,nan,2.7473362945806694,0.2878805025327203,0.5708847872367929,1.3168373311112058,0.5499568940506256,5.53272525663117,4.452650351857606,1.7209553460279354,nan,nan,nan,nan,nan,0.7772073256444503,nan,nan,3.9635855468911334,4,0.0011214455231347942,0.025919607091045033,104.10722972920382,nan,0.4338654931743806,nan,nan,4
110.97560513926813,nan,nan,nan,nan,nan,0.9937084796086995,2.273700539604191,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.38896770525650554,0.5382272781621078,1.3035143138615308,1.8085754219609667,nan,0.6546443015351925,1.705454760802808,nan,nan,0.6424520206072074,nan,nan,nan,nan,0.7474765927437681,nan,1.0909420595845176,nan,1,0.0012378881999216464,0.027827048439334548,110.97561212477984,nan,nan,nan,0.9690975078181451,1
191.02290096006737,0.6637515408318755,0.4258642464860682,nan,nan,nan,0.8803945353142,0.8285334222720078,nan,0.5873093466645588,2.4357274635344384,1.7918825726112235,0.5778017680753103,0.537046799423421,0.3006885998144139,0.3613901071951237,0.1250270609719091,nan,0.3558626651572793,1.3994513503556347,nan,0.9033916997866802,0.3712613521993012,2.513021912256001,0.6670615447960172,0.6464106972636879,0.5439544378899246,1.7486628554400339,nan,0.9804497419401075,nan,nan,1.113732693610476,nan,nan,nan,1.185497017037314,nan,nan,nan,nan,1.109839838548187,nan,nan,nan,4,0.0014458692824520234,0.031219361743470661,191.0229673015327,nan,nan,nan,1.1884463690579181,4
137.0599040366304,0.5471898982883245,0.36073182686321525,0.5207575572741223,0.9682901363290555,0.3317057510093122,nan,0.7913447129830052,1.0986842684124765,0.8278088300171705,1.7539579250200847,1.023449054583897,1.2879887269742452,1.1241940545455391,0.9535378747631026,0.9117403236269547,1.011063364534803,1.0853098509846268,1.102080341939646,0.6479261711891183,nan,1.829797447115015,0.9595880530183215,1.5250262138775044,1.3539550085545913,1.62502542633278,1.0881255063159372,0.1759960575140302,1.196588669158822,nan,1.3170110928036491,nan,1.6203928834545638,nan,nan,nan,2.430345151356091,1.8029762180621145,1.2430634880257196,1.407545366697062,nan,1.8167587987860863,nan,nan,nan,9,0.001564741902848605,0.033347291721747545,137.05992196591987,1.5930792314175322,nan,1.7052149916499302,1.2122773606053443,9
