mz,MSS1a.mzML,MSS2a.mzML,MSS3a.mzML,MSS4a.mzML,MSS5a.mzML,MSS5a3.mzML,MSS5a2.mzML,MSS6a.mzML,MSS13a1.mzML,MSS13a2.mzML,MSS13a3.mzML,MSS13a.mzML,MSS1b.mzML,MSS2b.mzML,MSS3b.mzML,MSS4b.mzML,MSS5b.mzML,MSS5b3.mzML,MSS5b2.mzML,MSS6b.mzML,MSS13b1.mzML,MSS13b2.mzML,MSS13b3.mzML,MSS13b.mzML,MSS10a.mzML,MSS11a.mzML,MSS11a3.mzML,MSS11a2.mzML,MSS11a1.mzML,MSS14a.mzML,MSS14a1.mzML,MSS14a2.mzML,MSS14a3.mzML,MSS10b.mzML,MSS11b.mzML,MSS11b3.mzML,MSS11b2.mzML,MSS11b1.mzML,MSS14b.mzML,MSS14b1.mzML,MSS14b2.mzML,MSS14b3.mzML,n_blank,pval,qval
70.98067922414359,329411.1875,649751.8125,532792.875,nan,341760.65625,790409.4375,1581407.625,452522.8125,351950.375,nan,239883.625,302568.5,nan,299601.59375,nan,234955.1875,nan,nan,nan,332214.5625,227255.71875,nan,216162.0625,325747.625,9081548.0,525319.375,423375.4375,407782.125,470578.75,383602.21875,643680.75,486273.125,494575.96875,404715.375,376926.84375,nan,nan,nan,247620.53125,nan,423937.125,nan,1,0.19093949252972123,27.98131472344642
73.5320445095642,689996.375,nan,148511.8125,nan,nan,152613.609375,nan,93792.359375,200062.734375,nan,111535.203125,96685.8515625,nan,nan,41261.25,nan,nan,131676.703125,nan,nan,125642.5,73825.96875,120046.96875,185868.546875,819057.0625,259949.375,148880.78125,243914.4375,152699.234375,88571.0,nan,221689.28125,194516.40625,nan,279562.65625,162083.65625,115370.1796875,81591.5859375,304253.90625,nan,149088.78125,64013.4765625,4,0.22434477165495803,30.13698099231603
74.97559711868274,1145865.375,1748648.0,1577858.5,501321.9375,1544943.75,3695360.25,6975680.0,2094902.125,1251349.375,655520.3125,1120063.375,1467351.0,384797.875,676447.75,543275.9375,593130.875,570922.375,872826.0625,nan,1237510.625,1048062.125,821153.25,879200.0625,1795218.125,29795856.0,3248804.75,2467153.5,2584529.5,2543719.5,2435292.75,2846692.0,2894575.25,3334594.25,1582631.5,2449930.5,2173410.25,1208828.25,991262.5,1381736.0,7716.962890625,2534129.5,711211.75,11,0.2261627512997863,28.044181161173501
78.02287561021528,nan,nan,nan,nan,nan,nan,nan,135182.46875,nan,nan,nan,34547.109375,nan,nan,nan,nan,nan,nan,nan,120435.1875,nan,nan,nan,nan,1950474.875,165490.046875,nan,nan,nan,nan,nan,nan,nan,nan,105397.9375,nan,nan,nan,nan,nan,nan,nan,0,0.24586945862408011,28.310111950144083
74.51794787649932,166912.515625,230366.25,175585.84375,87214.765625,nan,121753.5078125,nan,166767.375,nan,nan,nan,nan,67425.3984375,119946.0078125,nan,59896.20703125,62686.015625,nan,nan,101126.7265625,64842.94921875,nan,nan,121466.9296875,1980834.5,172009.734375,nan,nan,78402.9453125,152826.359375,nan,nan,nan,105924.375,150159.640625,nan,nan,52142.75,nan,nan,nan,nan,3,0.25821484922493743,27.74948913003994
80.94808970217863,nan,nan,259230.71875,284269.90625,530506.6875,nan,nan,154825.046875,nan,nan,nan,nan,nan,nan,nan,335153.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,260229.59375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,134065.6875,1,0.29744133966033903,29.967214970779157
72.08101613442544,nan,nan,113837.421875,nan,nan,165902.375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174571.546875,nan,94794.3671875,nan,499240.625,379625.59375,314286.75,nan,154925.3125,nan,nan,nan,nan,nan,nan,162979.96875,1,0.32431810854232884,30.752987704131414
80.51791760376088,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,126711.0546875,nan,nan,nan,64318.67578125,nan,nan,nan,39225.95703125,nan,159527.390625,2580630.25,219493.3125,nan,90788.5078125,116333.734375,nan,nan,nan,nan,nan,179934.875,nan,102564.9609375,25495.138671875,nan,nan,128016.4921875,nan,2,0.40008354324665163,35.829703984089029
70.51450100452931,nan,88597.453125,nan,nan,nan,248841.703125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,129650.171875,2560842.25,274236.34375,166275.234375,nan,160659.828125,nan,nan,nan,nan,nan,147477.984375,152074.625,nan,101293.1328125,nan,nan,148674.015625,nan,1,0.48861808247130267,41.455386786512626
74.00210616380026,nan,nan,nan,nan,nan,135071.0625,326967.46875,nan,nan,nan,nan,45394.95703125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,205127.28125,111274.1875,97575.3828125,nan,239806.609375,201648.328125,285346.625,nan,nan,nan,nan,nan,nan,nan,117241.75,nan,0,0.52797939264119897,42.555139046880633
74.02032829357384,nan,205200.78125,148463.421875,nan,nan,nan,nan,185795.125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,41600.24609375,2428790.5,153101.359375,nan,nan,nan,109224.625,nan,nan,nan,131776.921875,nan,nan,nan,nan,71289.671875,nan,nan,nan,1,0.53252060670208567,40.877296095417243
81.0530734523172,nan,nan,nan,nan,nan,1433494.375,1335663.875,nan,1367358.5,1330565.5,1562860.75,nan,nan,nan,nan,nan,481929.15625,1690486.875,nan,403809.125,1757112.0,1347818.75,1469950.625,nan,nan,nan,1121517.0,1247520.625,1283233.5,nan,833090.125,891715.4375,904518.0,nan,nan,1433815.375,1380942.25,1322235.75,nan,nan,1507344.375,529897.875,5,0.64782432069351847,47.46785477081599
77.00861091808527,534198.25,nan,173183.671875,nan,nan,nan,nan,nan,153211.34375,nan,72308.140625,77603.640625,nan,77511.6796875,nan,nan,68838.9375,124834.671875,nan,nan,122724.859375,nan,131022.828125,146940.75,nan,273009.25,152827.203125,222215.03125,137391.953125,40776.51171875,166804.09375,218615.359375,135330.0625,nan,285835.4375,133096.75,110063.84375,73499.7734375,256539.796875,nan,nan,55929.6875,3,0.65378075113713119,45.821503079698061
78.52049562055058,851254.125,1076750.25,941551.0,415603.5625,909394.1875,444157.15625,663933.4375,1463325.0,nan,106106.7109375,220940.25,751701.6875,321173.625,655700.3125,361808.21875,379630.0,448931.625,233727.015625,nan,724522.5,202793.1875,267817.1875,nan,931868.0,33305310.0,1970586.5,228163.484375,365775.59375,309031.21875,1190825.625,320635.40625,292397.40625,326770.25,964050.5,1450610.0,335295.46875,245175.59375,213803.28125,885956.9375,nan,424164.75,70123.5234375,8,0.71395527177127938,47.953995753970929
71.51263766764208,nan,nan,nan,nan,nan,71041.3046875,233912.265625,nan,nan,nan,nan,151515.390625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,129939.0,2055261.75,180892.6875,nan,nan,106672.828125,185753.25,nan,nan,nan,113828.296875,159956.59375,nan,nan,29849.279296875,144043.859375,nan,nan,nan,2,0.74280862676532322,47.896300253828038
79.0181173118065,nan,nan,1088470.75,nan,nan,2576730.0,4006739.0,1282479.125,nan,nan,958174.5625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1150054.75,23461582.0,2624608.25,1561391.0,1741132.375,1754619.875,1813275.875,1824466.0,1839755.75,1678931.75,nan,1503115.5,1365146.125,nan,nan,1214294.5,20360.35546875,1333194.0,701401.125,1,0.82874778839157859,51.382362880277874
80.04972592598811,3679152.75,4079434.75,2357530.25,3333725.25,3430237.25,23046140.0,23116618.0,3980612.0,22927198.0,24515216.0,27874948.0,1936991.625,4180631.75,2825195.25,3080149.0,3914135.75,8472454.0,26588164.0,14677.162109375,7098721.5,29793770.0,23626326.0,24906892.0,1905888.875,1118559.875,1773503.5,17903712.0,20502262.0,22183222.0,2372460.0,11978418.0,13279214.0,15514436.0,2223939.75,1765600.875,22803850.0,23986558.0,23548370.0,1899524.375,15618.3994140625,23800820.0,9768411.0,10,0.93801448790785935,56.002939055832201
70.51040649414062,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,151943.265625,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,999,nan
70.51275781422416,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24404.515625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,999,nan
70.51348659702465,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,231124.265625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,999,nan
70.51404356712258,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,184497.546875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,999,nan
71.04935753890834,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,239051.59375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,757497.75,nan,nan,nan,nan,nan,176813.046875,1,nan,nan
72.08915585304577,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32927.43359375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,999,nan
72.52047977299682,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,812039.75,nan,nan,nan,nan,nan,nan,nan,nan,24970.419921875,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan
72.93366508691311,nan,nan,nan,nan,nan,nan,22397.265625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,999,nan
72.93736378760678,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,304784.5625,49470.734375,116389.203125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan
73.01252589781912,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1086694.75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,999,nan
74.06029770282927,nan,48054.3984375,nan,166129.78125,nan,nan,nan,nan,nan,nan,nan,nan,175155.8125,74675.9921875,149317.109375,151289.015625,140707.765625,nan,nan,102672.234375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,nan
74.0966860718336,nan,99179.3671875,156425.65625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,65401.47265625,2,nan,nan
74.37024129799985,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16727.54296875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,999,nan
75.00996888448375,nan,nan,nan,nan,1402997.625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,999,nan
75.06364189749716,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,999,nan
75.51158905029297,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30069.982421875,nan,nan,nan,nan,nan,nan,0,999,nan
75.94501778410057,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,999,nan
77.0206667358365,nan,98301.7890625,nan,nan,nan,178524.359375,254379.234375,78461.125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1511110.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan
77.02559374516821,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,84757.3828125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,182478.0,nan,nan,nan,nan,nan,nan,nan,116076.234375,nan,0,nan,nan
77.03884731574757,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,999,nan
77.5127009242014,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,492380.9375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,999,nan
79.02041087487301,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1253286.625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,999,nan
79.02093267667807,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,999,nan
79.51572025379194,nan,nan,178502.984375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,213973.09375,nan,nan,nan,311327.875,309271.3125,293856.03125,nan,nan,nan,nan,nan,nan,nan,nan,54337.3984375,0,nan,nan
79.51979822618863,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1207724.625,143847.515625,nan,115146.1171875,nan,nan,nan,nan,nan,nan,nan,nan,67147.65625,nan,nan,nan,80765.015625,nan,1,nan,nan
91.05447347582897,454793.34375,561998.5625,346311.53125,429303.59375,425332.25,1878273.875,2230356.5,379694.4375,1948496.375,2002716.25,1956310.125,2997058.25,622421.375,586037.625,470511.15625,445891.59375,647051.1875,2630874.75,nan,612548.3125,1814335.5,1775518.75,2098841.25,2645100.5,2063866.25,1846392.875,1645622.875,2081488.0,2503918.0,2334933.75,800076.125,1190511.875,1235152.875,2892887.5,2579182.25,2193207.25,2506781.5,2395130.5,2792446.75,nan,2129436.5,606273.6875,11,0.0057611973584878193,0.17522736116759177
90.02846792719896,369948.25,501686.65625,404261.25,151535.34375,381990.25,nan,nan,644001.375,nan,nan,nan,nan,nan,247140.453125,nan,153182.265625,nan,nan,nan,nan,nan,nan,nan,nan,13512090.0,941776.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0.0062099161656687879,0.18537749738996454
90.05518883802944,nan,nan,nan,nan,nan,446461.9375,340540.15625,nan,345755.03125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,498946.34375,nan,nan,nan,981501.6875,850604.1875,757241.875,nan,nan,nan,nan,nan,nan,nan,nan,538523.6875,2,0.014901840844447602,0.43675940802271879
88.95284042146996,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,217038.96875,nan,nan,83964.09375,nan,114758.8203125,134701.171875,nan,275170.5,77836.046875,nan,nan,270968.5,2908570.75,305646.6875,nan,194735.484375,nan,318613.78125,nan,nan,nan,201421.828125,350684.875,nan,nan,nan,nan,nan,nan,nan,4,0.046496815700936368,1.3384440519626684
82.53732316573375,1406914.5,228664.90625,342262.6875,138239.0,168910.71875,187517.0,nan,118610.296875,284729.78125,158431.453125,142650.0625,218180.859375,nan,187033.484375,107508.90625,nan,124861.828125,195671.546875,nan,nan,251445.90625,nan,196043.765625,317983.375,1465133.25,450014.375,221544.765625,383772.15625,258282.90625,190786.125,339696.625,385121.40625,263541.21875,119183.6796875,514283.21875,222096.40625,202648.328125,205303.546875,549415.75,nan,154317.234375,187386.3125,7,0.10265247494150102,2.9030840281701691
83.08577194483932,nan,nan,nan,nan,nan,nan,447502.40625,nan,481318.15625,518774.59375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,595333.25,478244.84375,478316.0625,nan,nan,nan,nan,568359.0,669391.8125,nan,nan,nan,nan,nan,nan,1077334.625,548922.1875,506296.53125,nan,nan,503243.40625,nan,3,0.1070173491643843,2.974344256085991
90.52610635086752,773828.0,951666.4375,726889.5625,292828.25,662266.875,1784827.625,3042646.25,837609.4375,675910.375,361923.0,703701.6875,750455.25,272849.125,622422.1875,247631.203125,323232.0625,266787.1875,444847.75,nan,474754.0,619437.125,443418.875,432185.5,949535.5625,16263476.0,1523898.0,1036531.5625,1276390.0,1348969.25,1659452.5,1553452.75,1371027.75,1374303.625,686542.4375,1133731.0,1098639.375,721266.875,624396.1875,964192.4375,7898.81787109375,1055062.0,500321.0625,10,0.15660826083840396,4.2788562113814779
85.06504915528187,176914.828125,185090.640625,159040.890625,200807.125,nan,244581.9375,248406.34375,211156.640625,286834.03125,265948.0625,248481.921875,322302.84375,225534.046875,224966.90625,195986.4375,197758.078125,232565.5,320199.875,nan,229702.09375,251749.171875,283962.25,247783.921875,349466.9375,nan,223954.328125,194437.578125,256921.546875,340109.1875,260439.96875,nan,nan,nan,316013.9375,268934.40625,276715.5625,261121.53125,236093.390625,272168.90625,nan,nan,nan,10,0.15900093925869668,4.2718252347503176
89.9626709171535,nan,333187.75,nan,nan,254360.90625,640707.8125,1311436.0,nan,nan,172630.328125,332640.65625,484958.5,167567.78125,210638.546875,194645.9375,168451.09375,203765.609375,275817.0,nan,535544.8125,231301.625,249468.25,201298.640625,590440.625,nan,nan,nan,523777.9375,467421.75,676071.875,nan,nan,nan,408357.03125,721419.375,316364.09375,231964.390625,182450.890625,493486.84375,nan,413143.1875,nan,10,0.16143688996467773,4.2661683052960733
92.94170798834082,nan,229980.953125,nan,nan,nan,413193.78125,656074.3125,204901.09375,169585.515625,nan,128828.1484375,296232.53125,98947.0859375,156434.671875,142103.625,95600.75,126417.03125,118997.8828125,nan,120688.0625,nan,nan,nan,310585.71875,2007157.5,181883.09375,241179.640625,nan,nan,194642.046875,nan,nan,261651.890625,155008.390625,443263.9375,nan,nan,nan,134052.375,nan,nan,nan,2,0.16517241345614936,4.2944827498598839
86.09667629821259,nan,nan,207164.203125,nan,342702.21875,768390.9375,433555.4375,nan,691026.375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,742932.5625,304416.59375,329206.96875,nan,2062831.75,2090871.5,1315761.375,nan,nan,nan,nan,nan,nan,nan,285136.71875,706409.4375,0,0.24558993891488459,6.2839838338221261
87.04428906530454,nan,414209.6875,284976.34375,340023.3125,320528.375,840033.3125,845324.4375,nan,860858.6875,870934.1875,867513.125,1193536.375,375109.78125,416571.5,418757.40625,319905.4375,401736.65625,965621.25,nan,440074.34375,755585.0625,808221.9375,892418.625,991829.0625,nan,nan,675045.875,870062.9375,940405.0625,859136.25,329359.5,526974.25,510496.875,1133940.125,nan,894054.75,1057678.875,967644.875,nan,nan,911461.25,282782.375,10,0.25644395288790367,6.4591820633640733
89.05995243976699,1057051.5,2575022.75,415906.15625,622090.875,472529.875,650542.3125,641313.9375,510109.625,848096.625,749264.625,1002479.375,809300.625,841987.0,816831.5,565931.625,573720.125,621463.0,837863.8125,nan,675739.25,698039.875,856066.875,1019376.9375,805802.6875,nan,463822.625,609547.3125,745696.6875,797596.5,703093.3125,312151.15625,479224.4375,488782.15625,718202.1875,720101.4375,901841.0,909908.1875,898931.25,762312.875,nan,1031265.25,nan,11,0.34004298381180009,8.4330659985326406
88.07594114495042,966876.0625,1149206.25,515241.78125,1004287.375,627615.9375,912485.375,1292637.0,679020.9375,940551.5625,906984.375,784840.1875,926723.375,942407.6875,1101829.0,762282.5,1068069.0,963265.5,811509.5,6344.9580078125,1062185.0,1404722.875,764369.375,1082996.625,856808.875,nan,728731.6875,1096356.875,1183912.0,1787375.125,1127896.5,1745207.75,1606616.375,1264341.875,940325.375,769557.9375,7638972.5,762295.8125,1036525.75,849498.125,8024.439453125,1403394.0,10211326.0,11,0.36172562938681951,8.8348744632053506
